"species","region","tons","product","year"
"BRECA O BILAGAY","II",0,"frozen",2014
"BROTULA","II",0,"frozen",2014
"CABALLA","II",36,"frozen",2014
"CABRILLA ESPANOLA","II",0,"frozen",2014
"CHANCHARRO","II",0,"frozen",2014
"COJINOBA DEL NORTE / PIAFRI","II",0,"frozen",2014
"COJINOBA DEL SUR O AZUL","II",0,"frozen",2014
"COJINOBA MOTEADA","II",0,"frozen",2014
"CONGRIO COLORADO","II",0,"frozen",2014
"CONGRIO DORADO","II",0,"frozen",2014
"CONGRIO NEGRO","II",0,"frozen",2014
"CORVINA","II",0,"frozen",2014
"JUREL","II",21,"frozen",2014
"MERLUZA COMUN","II",0,"frozen",2014
"MERLUZA DE COLA","II",0,"frozen",2014
"MERLUZA DE TRES ALETAS","II",0,"frozen",2014
"MERLUZA DEL SUR O AUSTRAL","II",0,"frozen",2014
"PEJEPERRO","II",0,"frozen",2014
"PEJERREY DE MAR","II",0,"frozen",2014
"PUYE","II",0,"frozen",2014
"RAYA ESPINOSA","II",0,"frozen",2014
"RAYA VOLANTIN","II",0,"frozen",2014
"REINETA","II",0,"frozen",2014
"ROBALO","II",0,"frozen",2014
"ROLLIZO","II",0,"frozen",2014
"SALMON DEL ATLANTICO","II",0,"frozen",2014
"SALMON PLATEADO O COHO","II",0,"frozen",2014
"SARDINA AUSTRAL","II",0,"frozen",2014
"SARDINA COMUN","II",0,"frozen",2014
"SARDINA ESPANOLA","II",49,"frozen",2014
"SIERRA","II",0,"frozen",2014
"TOLLO","II",0,"frozen",2014
"TOLLO DE CACHOS","II",0,"frozen",2014
"TRUCHA ARCOIRIS","II",0,"frozen",2014
"VIDRIOLA, PALOMETA, DORADO O TOREMO","II",0,"frozen",2014
"VIEJA O MULATA","II",0,"frozen",2014
"ABALON ROJO","II",0,"frozen",2014
"ALMEJA","II",0,"frozen",2014
"CARACOL LOCATE","II",33,"frozen",2014
"CARACOL PALO PALO","II",0,"frozen",2014
"CARACOL TEGULA","II",0,"frozen",2014
"CARACOL TRUMULCO","II",0,"frozen",2014
"CHOLGA","II",0,"frozen",2014
"CHORITO","II",0,"frozen",2014
"CHORO","II",0,"frozen",2014
"CULENGUE","II",0,"frozen",2014
"HUEPO O NAVAJA DE MAR","II",0,"frozen",2014
"JIBIA O CALAMAR ROJO","II",0,"frozen",2014
"JULIANA O TAWERA","II",0,"frozen",2014
"LAPA NEGRA","II",77,"frozen",2014
"LOCO","II",3,"frozen",2014
"MACHA","II",0,"frozen",2014
"NAVAJUELA","II",0,"frozen",2014
"OSTION DEL NORTE","II",0,"frozen",2014
"OSTION DEL SUR","II",0,"frozen",2014
"OSTRA DEL PACIFICO","II",0,"frozen",2014
"PULPO DEL NORTE","II",1251,"frozen",2014
"PULPO DEL SUR","II",0,"frozen",2014
"TAQUILLA","II",0,"frozen",2014
"TUMBAO","II",0,"frozen",2014
"CAMARON NAILON","II",0,"frozen",2014
"CANGREJO DORADO DE J. FERNANDEZ","II",0,"frozen",2014
"CANGREJO O PANCHOTE","II",0,"frozen",2014
"CENTOLLA","II",0,"frozen",2014
"CENTOLLON","II",0,"frozen",2014
"GAMBA","II",0,"frozen",2014
"JAIBA LIMON","II",0,"frozen",2014
"JAIBA MARMOLA","II",0,"frozen",2014
"JAIBA MORA","II",0,"frozen",2014
"JAIBA PELUDA O PACHONA","II",0,"frozen",2014
"JAIBA REINA","II",0,"frozen",2014
"JAIBA REMADORA","II",0,"frozen",2014
"LANGOSTINO AMARILLO","II",0,"frozen",2014
"LANGOSTINO COLORADO","II",0,"frozen",2014
"PICOROCO","II",0,"frozen",2014
"ERIZO","II",5,"frozen",2014
"PEPINO DE MAR","II",0,"frozen",2014
"PIURE","II",0,"frozen",2014
"COCHAYUYO","III",0,"frozen",2014
"ALBACORA O PEZ ESPADA / IVI HEHEU","III",2,"frozen",2014
"ANCHOVETA","III",0,"frozen",2014
"ANGUILA BABOSA","III",0,"frozen",2014
"APANADO","III",2,"frozen",2014
"BACALAO DE PROFUNDIDAD","III",0,"frozen",2014
"BACALAO I.PASCUA,ATUN ESCOFINA/KONSO","III",0,"frozen",2014
"BLANQUILLO","III",0,"frozen",2014
"BONITO","III",0,"frozen",2014
"BRECA O BILAGAY","III",0,"frozen",2014
"BROTULA","III",0,"frozen",2014
"CABALLA","III",0,"frozen",2014
"CABRILLA ESPANOLA","III",0,"frozen",2014
"CHANCHARRO","III",0,"frozen",2014
"COJINOBA DEL NORTE / PIAFRI","III",0,"frozen",2014
"COJINOBA DEL SUR O AZUL","III",0,"frozen",2014
"COJINOBA MOTEADA","III",0,"frozen",2014
"CONGRIO COLORADO","III",6,"frozen",2014
"CONGRIO DORADO","III",0,"frozen",2014
"CONGRIO NEGRO","III",0,"frozen",2014
"CORVINA","III",0,"frozen",2014
"JUREL","III",0,"frozen",2014
"MERLUZA COMUN","III",0,"frozen",2014
"MERLUZA DE COLA","III",0,"frozen",2014
"MERLUZA DE TRES ALETAS","III",0,"frozen",2014
"MERLUZA DEL SUR O AUSTRAL","III",0,"frozen",2014
"PEJEPERRO","III",1,"frozen",2014
"PEJERREY DE MAR","III",0,"frozen",2014
"PUYE","III",0,"frozen",2014
"RAYA ESPINOSA","III",0,"frozen",2014
"RAYA VOLANTIN","III",0,"frozen",2014
"REINETA","III",1,"frozen",2014
"ROBALO","III",0,"frozen",2014
"ROLLIZO","III",0,"frozen",2014
"SALMON DEL ATLANTICO","III",0,"frozen",2014
"SALMON PLATEADO O COHO","III",0,"frozen",2014
"SARDINA AUSTRAL","III",0,"frozen",2014
"SARDINA COMUN","III",0,"frozen",2014
"SARDINA ESPANOLA","III",0,"frozen",2014
"SIERRA","III",0,"frozen",2014
"TOLLO","III",0,"frozen",2014
"TOLLO DE CACHOS","III",0,"frozen",2014
"TRUCHA ARCOIRIS","III",0,"frozen",2014
"VIDRIOLA, PALOMETA, DORADO O TOREMO","III",0,"frozen",2014
"VIEJA O MULATA","III",3,"frozen",2014
"ABALON ROJO","III",110,"frozen",2014
"ALMEJA","III",0,"frozen",2014
"CARACOL LOCATE","III",0,"frozen",2014
"CARACOL PALO PALO","III",0,"frozen",2014
"CARACOL TEGULA","III",0,"frozen",2014
"CARACOL TRUMULCO","III",0,"frozen",2014
"CHOLGA","III",0,"frozen",2014
"CHORITO","III",0,"frozen",2014
"CHORO","III",0,"frozen",2014
"CULENGUE","III",0,"frozen",2014
"HUEPO O NAVAJA DE MAR","III",0,"frozen",2014
"JIBIA O CALAMAR ROJO","III",99,"frozen",2014
"JULIANA O TAWERA","III",0,"frozen",2014
"LAPA NEGRA","III",0,"frozen",2014
"LOCO","III",10,"frozen",2014
"MACHA","III",0,"frozen",2014
"NAVAJUELA","III",0,"frozen",2014
"OSTION DEL NORTE","III",99,"frozen",2014
"OSTION DEL SUR","III",0,"frozen",2014
"OSTRA DEL PACIFICO","III",0,"frozen",2014
"PULPO DEL NORTE","III",197,"frozen",2014
"PULPO DEL SUR","III",0,"frozen",2014
"TAQUILLA","III",0,"frozen",2014
"TUMBAO","III",0,"frozen",2014
"CAMARON NAILON","III",0,"frozen",2014
"CANGREJO DORADO DE J. FERNANDEZ","III",0,"frozen",2014
"CANGREJO O PANCHOTE","III",0,"frozen",2014
"CENTOLLA","III",0,"frozen",2014
"CENTOLLON","III",0,"frozen",2014
"GAMBA","III",0,"frozen",2014
"JAIBA LIMON","III",0,"frozen",2014
"JAIBA MARMOLA","III",0,"frozen",2014
"JAIBA MORA","III",0,"frozen",2014
"JAIBA PELUDA O PACHONA","III",4,"frozen",2014
"JAIBA REINA","III",0,"frozen",2014
"JAIBA REMADORA","III",0,"frozen",2014
"LANGOSTINO AMARILLO","III",0,"frozen",2014
"LANGOSTINO COLORADO","III",0,"frozen",2014
"PICOROCO","III",0,"frozen",2014
"ERIZO","III",0,"frozen",2014
"PEPINO DE MAR","III",0,"frozen",2014
"PIURE","III",0,"frozen",2014
"COCHAYUYO","IV",0,"frozen",2014
"ALBACORA O PEZ ESPADA / IVI HEHEU","IV",41,"frozen",2014
"ANCHOVETA","IV",0,"frozen",2014
"ANGUILA BABOSA","IV",0,"frozen",2014
"APANADO","IV",0,"frozen",2014
"BACALAO DE PROFUNDIDAD","IV",0,"frozen",2014
"BACALAO I.PASCUA,ATUN ESCOFINA/KONSO","IV",3,"frozen",2014
"BLANQUILLO","IV",1,"frozen",2014
"BONITO","IV",0,"frozen",2014
"BRECA O BILAGAY","IV",0,"frozen",2014
"BROTULA","IV",0,"frozen",2014
"CABALLA","IV",0,"frozen",2014
"CABRILLA ESPANOLA","IV",0,"frozen",2014
"CHANCHARRO","IV",0,"frozen",2014
"COJINOBA DEL NORTE / PIAFRI","IV",1,"frozen",2014
"COJINOBA DEL SUR O AZUL","IV",0,"frozen",2014
"COJINOBA MOTEADA","IV",0,"frozen",2014
"CONGRIO COLORADO","IV",0,"frozen",2014
"CONGRIO DORADO","IV",0,"frozen",2014
"CONGRIO NEGRO","IV",0,"frozen",2014
"CORVINA","IV",0,"frozen",2014
"JUREL","IV",82,"frozen",2014
"MERLUZA COMUN","IV",2,"frozen",2014
"MERLUZA DE COLA","IV",0,"frozen",2014
"MERLUZA DE TRES ALETAS","IV",0,"frozen",2014
"MERLUZA DEL SUR O AUSTRAL","IV",0,"frozen",2014
"PEJEPERRO","IV",0,"frozen",2014
"PEJERREY DE MAR","IV",0,"frozen",2014
"PUYE","IV",0,"frozen",2014
"RAYA ESPINOSA","IV",0,"frozen",2014
"RAYA VOLANTIN","IV",0,"frozen",2014
"REINETA","IV",69,"frozen",2014
"ROBALO","IV",0,"frozen",2014
"ROLLIZO","IV",0,"frozen",2014
"SALMON DEL ATLANTICO","IV",0,"frozen",2014
"SALMON PLATEADO O COHO","IV",0,"frozen",2014
"SARDINA AUSTRAL","IV",0,"frozen",2014
"SARDINA COMUN","IV",0,"frozen",2014
"SARDINA ESPANOLA","IV",0,"frozen",2014
"SIERRA","IV",0,"frozen",2014
"TOLLO","IV",0,"frozen",2014
"TOLLO DE CACHOS","IV",0,"frozen",2014
"TRUCHA ARCOIRIS","IV",0,"frozen",2014
"VIDRIOLA, PALOMETA, DORADO O TOREMO","IV",0,"frozen",2014
"VIEJA O MULATA","IV",0,"frozen",2014
"ABALON ROJO","IV",0,"frozen",2014
"ALMEJA","IV",0,"frozen",2014
"CARACOL LOCATE","IV",4,"frozen",2014
"CARACOL PALO PALO","IV",0,"frozen",2014
"CARACOL TEGULA","IV",0,"frozen",2014
"CARACOL TRUMULCO","IV",0,"frozen",2014
"CHOLGA","IV",0,"frozen",2014
"CHORITO","IV",0,"frozen",2014
"CHORO","IV",0,"frozen",2014
"CULENGUE","IV",0,"frozen",2014
"HUEPO O NAVAJA DE MAR","IV",0,"frozen",2014
"JIBIA O CALAMAR ROJO","IV",19016,"frozen",2014
"JULIANA O TAWERA","IV",0,"frozen",2014
"LAPA NEGRA","IV",20,"frozen",2014
"LOCO","IV",41,"frozen",2014
"MACHA","IV",18,"frozen",2014
"NAVAJUELA","IV",0,"frozen",2014
"OSTION DEL NORTE","IV",611,"frozen",2014
"OSTION DEL SUR","IV",0,"frozen",2014
"OSTRA DEL PACIFICO","IV",0,"frozen",2014
"PULPO DEL NORTE","IV",49,"frozen",2014
"PULPO DEL SUR","IV",0,"frozen",2014
"TAQUILLA","IV",0,"frozen",2014
"TUMBAO","IV",0,"frozen",2014
"CAMARON NAILON","IV",659,"frozen",2014
"CANGREJO DORADO DE J. FERNANDEZ","IV",0,"frozen",2014
"CANGREJO O PANCHOTE","IV",0,"frozen",2014
"CENTOLLA","IV",0,"frozen",2014
"CENTOLLON","IV",0,"frozen",2014
"GAMBA","IV",1,"frozen",2014
"JAIBA LIMON","IV",0,"frozen",2014
"JAIBA MARMOLA","IV",0,"frozen",2014
"JAIBA MORA","IV",0,"frozen",2014
"JAIBA PELUDA O PACHONA","IV",1,"frozen",2014
"JAIBA REINA","IV",0,"frozen",2014
"JAIBA REMADORA","IV",4,"frozen",2014
"LANGOSTINO AMARILLO","IV",294,"frozen",2014
"LANGOSTINO COLORADO","IV",186,"frozen",2014
"PICOROCO","IV",0,"frozen",2014
"ERIZO","IV",0,"frozen",2014
"PEPINO DE MAR","IV",0,"frozen",2014
"PIURE","IV",0,"frozen",2014
"COCHAYUYO","V",0,"frozen",2014
"ALBACORA O PEZ ESPADA / IVI HEHEU","V",64,"frozen",2014
"ANCHOVETA","V",0,"frozen",2014
"ANGUILA BABOSA","V",1,"frozen",2014
"APANADO","V",0,"frozen",2014
"BACALAO DE PROFUNDIDAD","V",112,"frozen",2014
"BACALAO I.PASCUA,ATUN ESCOFINA/KONSO","V",0,"frozen",2014
"BLANQUILLO","V",0,"frozen",2014
"BONITO","V",0,"frozen",2014
"BRECA O BILAGAY","V",0,"frozen",2014
"BROTULA","V",0,"frozen",2014
"CABALLA","V",0,"frozen",2014
"CABRILLA ESPANOLA","V",1,"frozen",2014
"CHANCHARRO","V",0,"frozen",2014
"COJINOBA DEL NORTE / PIAFRI","V",0,"frozen",2014
"COJINOBA DEL SUR O AZUL","V",0,"frozen",2014
"COJINOBA MOTEADA","V",0,"frozen",2014
"CONGRIO COLORADO","V",0,"frozen",2014
"CONGRIO DORADO","V",4,"frozen",2014
"CONGRIO NEGRO","V",1,"frozen",2014
"CORVINA","V",1,"frozen",2014
"JUREL","V",3,"frozen",2014
"MERLUZA COMUN","V",3,"frozen",2014
"MERLUZA DE COLA","V",0,"frozen",2014
"MERLUZA DE TRES ALETAS","V",0,"frozen",2014
"MERLUZA DEL SUR O AUSTRAL","V",0,"frozen",2014
"PEJEPERRO","V",0,"frozen",2014
"PEJERREY DE MAR","V",0,"frozen",2014
"PUYE","V",0,"frozen",2014
"RAYA ESPINOSA","V",0,"frozen",2014
"RAYA VOLANTIN","V",0,"frozen",2014
"REINETA","V",94,"frozen",2014
"ROBALO","V",0,"frozen",2014
"ROLLIZO","V",0,"frozen",2014
"SALMON DEL ATLANTICO","V",0,"frozen",2014
"SALMON PLATEADO O COHO","V",0,"frozen",2014
"SARDINA AUSTRAL","V",0,"frozen",2014
"SARDINA COMUN","V",0,"frozen",2014
"SARDINA ESPANOLA","V",0,"frozen",2014
"SIERRA","V",0,"frozen",2014
"TOLLO","V",0,"frozen",2014
"TOLLO DE CACHOS","V",0,"frozen",2014
"TRUCHA ARCOIRIS","V",0,"frozen",2014
"VIDRIOLA, PALOMETA, DORADO O TOREMO","V",1,"frozen",2014
"VIEJA O MULATA","V",0,"frozen",2014
"ABALON ROJO","V",7,"frozen",2014
"ALMEJA","V",0,"frozen",2014
"CARACOL LOCATE","V",0,"frozen",2014
"CARACOL PALO PALO","V",0,"frozen",2014
"CARACOL TEGULA","V",0,"frozen",2014
"CARACOL TRUMULCO","V",0,"frozen",2014
"CHOLGA","V",0,"frozen",2014
"CHORITO","V",0,"frozen",2014
"CHORO","V",0,"frozen",2014
"CULENGUE","V",0,"frozen",2014
"HUEPO O NAVAJA DE MAR","V",0,"frozen",2014
"JIBIA O CALAMAR ROJO","V",34387,"frozen",2014
"JULIANA O TAWERA","V",0,"frozen",2014
"LAPA NEGRA","V",0,"frozen",2014
"LOCO","V",1,"frozen",2014
"MACHA","V",0,"frozen",2014
"NAVAJUELA","V",0,"frozen",2014
"OSTION DEL NORTE","V",0,"frozen",2014
"OSTION DEL SUR","V",0,"frozen",2014
"OSTRA DEL PACIFICO","V",0,"frozen",2014
"PULPO DEL NORTE","V",0,"frozen",2014
"PULPO DEL SUR","V",0,"frozen",2014
"TAQUILLA","V",0,"frozen",2014
"TUMBAO","V",0,"frozen",2014
"CAMARON NAILON","V",301,"frozen",2014
"CANGREJO DORADO DE J. FERNANDEZ","V",0,"frozen",2014
"CANGREJO O PANCHOTE","V",0,"frozen",2014
"CENTOLLA","V",0,"frozen",2014
"CENTOLLON","V",0,"frozen",2014
"GAMBA","V",11,"frozen",2014
"JAIBA LIMON","V",1,"frozen",2014
"JAIBA MARMOLA","V",57,"frozen",2014
"JAIBA MORA","V",0,"frozen",2014
"JAIBA PELUDA O PACHONA","V",0,"frozen",2014
"JAIBA REINA","V",0,"frozen",2014
"JAIBA REMADORA","V",0,"frozen",2014
"LANGOSTINO AMARILLO","V",8,"frozen",2014
"LANGOSTINO COLORADO","V",4,"frozen",2014
"PICOROCO","V",0,"frozen",2014
"ERIZO","V",0,"frozen",2014
"PEPINO DE MAR","V",0,"frozen",2014
"PIURE","V",0,"frozen",2014
"COCHAYUYO","VI",NA,"frozen",2014
"ALBACORA O PEZ ESPADA / IVI HEHEU","VI",0,"frozen",2014
"ANCHOVETA","VI",0,"frozen",2014
"ANGUILA BABOSA","VI",0,"frozen",2014
"APANADO","VI",0,"frozen",2014
"BACALAO DE PROFUNDIDAD","VI",0,"frozen",2014
"BACALAO I.PASCUA,ATUN ESCOFINA/KONSO","VI",0,"frozen",2014
"BLANQUILLO","VI",0,"frozen",2014
"BONITO","VI",0,"frozen",2014
"BRECA O BILAGAY","VI",0,"frozen",2014
"BROTULA","VI",0,"frozen",2014
"CABALLA","VI",0,"frozen",2014
"CABRILLA ESPANOLA","VI",0,"frozen",2014
"CHANCHARRO","VI",0,"frozen",2014
"COJINOBA DEL NORTE / PIAFRI","VI",0,"frozen",2014
"COJINOBA DEL SUR O AZUL","VI",0,"frozen",2014
"COJINOBA MOTEADA","VI",0,"frozen",2014
"CONGRIO COLORADO","VI",0,"frozen",2014
"CONGRIO DORADO","VI",0,"frozen",2014
"CONGRIO NEGRO","VI",0,"frozen",2014
"CORVINA","VI",0,"frozen",2014
"JUREL","VI",0,"frozen",2014
"MERLUZA COMUN","VI",0,"frozen",2014
"MERLUZA DE COLA","VI",0,"frozen",2014
"MERLUZA DE TRES ALETAS","VI",0,"frozen",2014
"MERLUZA DEL SUR O AUSTRAL","VI",0,"frozen",2014
"PEJEPERRO","VI",0,"frozen",2014
"PEJERREY DE MAR","VI",0,"frozen",2014
"PUYE","VI",0,"frozen",2014
"RAYA ESPINOSA","VI",0,"frozen",2014
"RAYA VOLANTIN","VI",0,"frozen",2014
"REINETA","VI",0,"frozen",2014
"ROBALO","VI",0,"frozen",2014
"ROLLIZO","VI",0,"frozen",2014
"SALMON DEL ATLANTICO","VI",0,"frozen",2014
"SALMON PLATEADO O COHO","VI",0,"frozen",2014
"SARDINA AUSTRAL","VI",0,"frozen",2014
"SARDINA COMUN","VI",0,"frozen",2014
"SARDINA ESPANOLA","VI",0,"frozen",2014
"SIERRA","VI",0,"frozen",2014
"TOLLO","VI",0,"frozen",2014
"TOLLO DE CACHOS","VI",0,"frozen",2014
"TRUCHA ARCOIRIS","VI",0,"frozen",2014
"VIDRIOLA, PALOMETA, DORADO O TOREMO","VI",0,"frozen",2014
"VIEJA O MULATA","VI",0,"frozen",2014
"ABALON ROJO","VI",0,"frozen",2014
"ALMEJA","VI",0,"frozen",2014
"CARACOL LOCATE","VI",0,"frozen",2014
"CARACOL PALO PALO","VI",0,"frozen",2014
"CARACOL TEGULA","VI",0,"frozen",2014
"CARACOL TRUMULCO","VI",0,"frozen",2014
"CHOLGA","VI",0,"frozen",2014
"CHORITO","VI",0,"frozen",2014
"CHORO","VI",0,"frozen",2014
"CULENGUE","VI",0,"frozen",2014
"HUEPO O NAVAJA DE MAR","VI",0,"frozen",2014
"JIBIA O CALAMAR ROJO","VI",0,"frozen",2014
"JULIANA O TAWERA","VI",0,"frozen",2014
"LAPA NEGRA","VI",0,"frozen",2014
"LOCO","VI",0,"frozen",2014
"MACHA","VI",0,"frozen",2014
"NAVAJUELA","VI",0,"frozen",2014
"OSTION DEL NORTE","VI",0,"frozen",2014
"OSTION DEL SUR","VI",0,"frozen",2014
"OSTRA DEL PACIFICO","VI",0,"frozen",2014
"PULPO DEL NORTE","VI",0,"frozen",2014
"PULPO DEL SUR","VI",0,"frozen",2014
"TAQUILLA","VI",0,"frozen",2014
"TUMBAO","VI",0,"frozen",2014
"CAMARON NAILON","VI",0,"frozen",2014
"CANGREJO DORADO DE J. FERNANDEZ","VI",0,"frozen",2014
"CANGREJO O PANCHOTE","VI",0,"frozen",2014
"CENTOLLA","VI",0,"frozen",2014
"CENTOLLON","VI",0,"frozen",2014
"GAMBA","VI",0,"frozen",2014
"JAIBA LIMON","VI",0,"frozen",2014
"JAIBA MARMOLA","VI",0,"frozen",2014
"JAIBA MORA","VI",0,"frozen",2014
"JAIBA PELUDA O PACHONA","VI",0,"frozen",2014
"JAIBA REINA","VI",0,"frozen",2014
"JAIBA REMADORA","VI",0,"frozen",2014
"LANGOSTINO AMARILLO","VI",0,"frozen",2014
"LANGOSTINO COLORADO","VI",0,"frozen",2014
"PICOROCO","VI",0,"frozen",2014
"ERIZO","VI",0,"frozen",2014
"PEPINO DE MAR","VI",0,"frozen",2014
"PIURE","VI",0,"frozen",2014
"COCHAYUYO","VII",0,"frozen",2014
"ALBACORA O PEZ ESPADA / IVI HEHEU","VII",0,"frozen",2014
"ANCHOVETA","VII",0,"frozen",2014
"ANGUILA BABOSA","VII",0,"frozen",2014
"APANADO","VII",0,"frozen",2014
"BACALAO DE PROFUNDIDAD","VII",0,"frozen",2014
"BACALAO I.PASCUA,ATUN ESCOFINA/KONSO","VII",0,"frozen",2014
"BLANQUILLO","VII",0,"frozen",2014
"BONITO","VII",0,"frozen",2014
"BRECA O BILAGAY","VII",0,"frozen",2014
"BROTULA","VII",0,"frozen",2014
"CABALLA","VII",0,"frozen",2014
"CABRILLA ESPANOLA","VII",0,"frozen",2014
"CHANCHARRO","VII",0,"frozen",2014
"COJINOBA DEL NORTE / PIAFRI","VII",0,"frozen",2014
"COJINOBA DEL SUR O AZUL","VII",0,"frozen",2014
"COJINOBA MOTEADA","VII",0,"frozen",2014
"CONGRIO COLORADO","VII",0,"frozen",2014
"CONGRIO DORADO","VII",0,"frozen",2014
"CONGRIO NEGRO","VII",0,"frozen",2014
"CORVINA","VII",0,"frozen",2014
"JUREL","VII",0,"frozen",2014
"MERLUZA COMUN","VII",1,"frozen",2014
"MERLUZA DE COLA","VII",0,"frozen",2014
"MERLUZA DE TRES ALETAS","VII",0,"frozen",2014
"MERLUZA DEL SUR O AUSTRAL","VII",0,"frozen",2014
"PEJEPERRO","VII",0,"frozen",2014
"PEJERREY DE MAR","VII",0,"frozen",2014
"PUYE","VII",0,"frozen",2014
"RAYA ESPINOSA","VII",0,"frozen",2014
"RAYA VOLANTIN","VII",0,"frozen",2014
"REINETA","VII",3,"frozen",2014
"ROBALO","VII",0,"frozen",2014
"ROLLIZO","VII",0,"frozen",2014
"SALMON DEL ATLANTICO","VII",0,"frozen",2014
"SALMON PLATEADO O COHO","VII",0,"frozen",2014
"SARDINA AUSTRAL","VII",0,"frozen",2014
"SARDINA COMUN","VII",0,"frozen",2014
"SARDINA ESPANOLA","VII",0,"frozen",2014
"SIERRA","VII",0,"frozen",2014
"TOLLO","VII",0,"frozen",2014
"TOLLO DE CACHOS","VII",0,"frozen",2014
"TRUCHA ARCOIRIS","VII",0,"frozen",2014
"VIDRIOLA, PALOMETA, DORADO O TOREMO","VII",0,"frozen",2014
"VIEJA O MULATA","VII",0,"frozen",2014
"ABALON ROJO","VII",0,"frozen",2014
"ALMEJA","VII",0,"frozen",2014
"CARACOL LOCATE","VII",0,"frozen",2014
"CARACOL PALO PALO","VII",0,"frozen",2014
"CARACOL TEGULA","VII",0,"frozen",2014
"CARACOL TRUMULCO","VII",0,"frozen",2014
"CHOLGA","VII",0,"frozen",2014
"CHORITO","VII",0,"frozen",2014
"CHORO","VII",0,"frozen",2014
"CULENGUE","VII",0,"frozen",2014
"HUEPO O NAVAJA DE MAR","VII",0,"frozen",2014
"JIBIA O CALAMAR ROJO","VII",0,"frozen",2014
"JULIANA O TAWERA","VII",0,"frozen",2014
"LAPA NEGRA","VII",0,"frozen",2014
"LOCO","VII",0,"frozen",2014
"MACHA","VII",0,"frozen",2014
"NAVAJUELA","VII",0,"frozen",2014
"OSTION DEL NORTE","VII",0,"frozen",2014
"OSTION DEL SUR","VII",0,"frozen",2014
"OSTRA DEL PACIFICO","VII",0,"frozen",2014
"PULPO DEL NORTE","VII",0,"frozen",2014
"PULPO DEL SUR","VII",0,"frozen",2014
"TAQUILLA","VII",0,"frozen",2014
"TUMBAO","VII",0,"frozen",2014
"CAMARON NAILON","VII",0,"frozen",2014
"CANGREJO DORADO DE J. FERNANDEZ","VII",0,"frozen",2014
"CANGREJO O PANCHOTE","VII",0,"frozen",2014
"CENTOLLA","VII",0,"frozen",2014
"CENTOLLON","VII",0,"frozen",2014
"GAMBA","VII",0,"frozen",2014
"JAIBA LIMON","VII",0,"frozen",2014
"JAIBA MARMOLA","VII",0,"frozen",2014
"JAIBA MORA","VII",0,"frozen",2014
"JAIBA PELUDA O PACHONA","VII",0,"frozen",2014
"JAIBA REINA","VII",0,"frozen",2014
"JAIBA REMADORA","VII",0,"frozen",2014
"LANGOSTINO AMARILLO","VII",0,"frozen",2014
"LANGOSTINO COLORADO","VII",0,"frozen",2014
"PICOROCO","VII",0,"frozen",2014
"ERIZO","VII",0,"frozen",2014
"PEPINO DE MAR","VII",0,"frozen",2014
"PIURE","VII",0,"frozen",2014
"COCHAYUYO","VIII",0,"frozen",2014
"ALBACORA O PEZ ESPADA / IVI HEHEU","VIII",10,"frozen",2014
"ANCHOVETA","VIII",1,"frozen",2014
"ANGUILA BABOSA","VIII",0,"frozen",2014
"APANADO","VIII",0,"frozen",2014
"BACALAO DE PROFUNDIDAD","VIII",197,"frozen",2014
"BACALAO I.PASCUA,ATUN ESCOFINA/KONSO","VIII",0,"frozen",2014
"BLANQUILLO","VIII",0,"frozen",2014
"BONITO","VIII",6,"frozen",2014
"BRECA O BILAGAY","VIII",0,"frozen",2014
"BROTULA","VIII",0,"frozen",2014
"CABALLA","VIII",946,"frozen",2014
"CABRILLA ESPANOLA","VIII",0,"frozen",2014
"CHANCHARRO","VIII",8,"frozen",2014
"COJINOBA DEL NORTE / PIAFRI","VIII",0,"frozen",2014
"COJINOBA DEL SUR O AZUL","VIII",0,"frozen",2014
"COJINOBA MOTEADA","VIII",0,"frozen",2014
"CONGRIO COLORADO","VIII",0,"frozen",2014
"CONGRIO DORADO","VIII",2,"frozen",2014
"CONGRIO NEGRO","VIII",3,"frozen",2014
"CORVINA","VIII",6,"frozen",2014
"JUREL","VIII",122579,"frozen",2014
"MERLUZA COMUN","VIII",3500,"frozen",2014
"MERLUZA DE COLA","VIII",3384,"frozen",2014
"MERLUZA DE TRES ALETAS","VIII",0,"frozen",2014
"MERLUZA DEL SUR O AUSTRAL","VIII",45,"frozen",2014
"PEJEPERRO","VIII",0,"frozen",2014
"PEJERREY DE MAR","VIII",350,"frozen",2014
"PUYE","VIII",0,"frozen",2014
"RAYA ESPINOSA","VIII",0,"frozen",2014
"RAYA VOLANTIN","VIII",0,"frozen",2014
"REINETA","VIII",2041,"frozen",2014
"ROBALO","VIII",0,"frozen",2014
"ROLLIZO","VIII",0,"frozen",2014
"SALMON DEL ATLANTICO","VIII",0,"frozen",2014
"SALMON PLATEADO O COHO","VIII",0,"frozen",2014
"SARDINA AUSTRAL","VIII",0,"frozen",2014
"SARDINA COMUN","VIII",68,"frozen",2014
"SARDINA ESPANOLA","VIII",0,"frozen",2014
"SIERRA","VIII",83,"frozen",2014
"TOLLO","VIII",0,"frozen",2014
"TOLLO DE CACHOS","VIII",0,"frozen",2014
"TRUCHA ARCOIRIS","VIII",0,"frozen",2014
"VIDRIOLA, PALOMETA, DORADO O TOREMO","VIII",0,"frozen",2014
"VIEJA O MULATA","VIII",0,"frozen",2014
"ABALON ROJO","VIII",0,"frozen",2014
"ALMEJA","VIII",0,"frozen",2014
"CARACOL LOCATE","VIII",0,"frozen",2014
