"species","region","tons","product","year","sc_name","en_name"
"CHASCON O HUIRO NEGRO","X",0,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","X",4,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","X",1,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","X",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","X",0,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","X",0,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","X",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","X",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","X",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","X",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","X",226,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","X",139,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","X",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","XI",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","XI",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XI",0,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XI",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XI",0,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XI",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XI",0,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XI",0,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","XI",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","XI",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","XI",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XI",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XI",102,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","XI",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","XI",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","XII",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","XII",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XII",0,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XII",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XII",0,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XII",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XII",0,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XII",0,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","XII",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","XII",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","XII",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XII",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XII",932,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","XII",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","XII",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","R.M.",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","R.M.",9,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","R.M.",693,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","R.M.",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","R.M.",37,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","R.M.",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","R.M.",0,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","R.M.",1747,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","R.M.",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","R.M.",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","R.M.",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","R.M.",654,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","R.M.",471,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","R.M.",61,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","R.M.",0,"dry algae",2017,"Spirulina spp.","Spirulina"
