especie_SERNAPESCA,nombre_cientifico_SERNAPESCA,nombre_cientifico_aduana,codigo_aduana,combined_with_other_species,product_more_20_percent,alive
BAGRE                                    ,Ameiurus melas,"Bagres o peces gatos (Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.)",0305.3100,1,0,0
BAGRE                                    ,Ameiurus melas,"Bagres o peces gatos (Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.)",0305.4400,1,0,0
BAGRE                                    ,Ameiurus melas,"Bagres o peces gatos (Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.)",0305.5200,1,0,0
BAGRE                                    ,Ameiurus melas,"Bagres o peces gatos (Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.)",0305.6400,1,0,0
BRECA DE JUAN FERNANDEZ                  ,Nemadactylus gayi,NA,NA,NA,NA,NA
COCHINILLA                               ,Navodon Paschalis,NA,NA,NA,NA,NA
HUAIQUIL O CORVINILLA                    ,Micropogonias manni,NA,NA,NA,NA,NA
RAYA ESPINOSA                            ,Dipturus trachyderma,Rajidae,0302.8290,1,0,0
CAMARON NAVAJA                           ,Campylonotus semistriatus,Los demas camarones,1605.2119,1,1,0
CAMARON NAVAJA                           ,Campylonotus semistriatus,Los demas camarones,1605.2129,1,1,0
CAMARON NAVAJA                           ,Campylonotus semistriatus,Los demas camarones,1605.2919,1,1,0
CAMARON NAVAJA                           ,Campylonotus semistriatus,Los demas camarones,0306.1719,1,0,0
CAMARON NAVAJA                           ,Campylonotus semistriatus,Los demas camarones,0306.3619,1,0,0
CAMARON NAVAJA                           ,Campylonotus semistriatus,"Camarones, langostinos y demas decapodos Natantia",0306.9500,1,0,0
ALGAS MIXTAS                             ,,Preparaciones de algas para consumo animal,2309.9040,0,0,0
ALGAS MIXTAS                             ,,Las demas algas aptas para el consumo humano,1212.2190,0,0,0
ALGAS MIXTAS                             ,,Las demas algas no aptas para el consumo humano,1212.2990,0,0,0
CAROLA                                   ,Callophyllis variegata,Preparaciones de algas para consumo animal,2309.9040,1,0,0
CAROLA                                   ,Callophyllis variegata,Las demas algas aptas para el consumo humano,1212.2190,1,0,0
CAROLA                                   ,Callophyllis variegata,Las demas algas no aptas para el consumo humano,1212.2990,1,0,0
HUIRO NEGRO O CHASCON                    ,Lessonia nigrescens ,Chascon (Lessonia spp),1212.2130 ,0,0,0
HUIRO NEGRO O CHASCON                    ,Lessonia nigrescens ,Chascon (Lessonia spp),1212.2930,0,0,0
JUREL FINO                               ,Decapterus macrosoma,Decapterus spp.,0305.5400,1,0,0
JUREL FINO                               ,Decapterus macrosoma,Decapterus spp.,0303.5900,1,0,0
JUREL FINO                               ,Decapterus macrosoma,Decapterus spp.,0302.4900,1,0,0
"MATAHUIRA, KARA KARA O KRA KRA           ",Heteropriacanthus cruentatus,NA,NA,NA,NA,NA
"NANUE, NANUE PARA, PISI O PUA            ",Kiphosus sandwicensis / Kiphosus bigibbus,NA,NA,NA,NA,NA
QUIMERA NEGRA                            ,NA,NA,NA,NA,NA,NA
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0302.5611,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0302.5612,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0302.5613,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0302.5619,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0303.6811,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0303.6812,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0303.6813,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0303.6819,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0304.4440,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0304.7920,0,0,0
MERLUZA DE TRES ALETAS                   ,Micromesistius australis,"Micromesistius
australis",0304.9992,0,0,0
LENGUADO DE OJOS GRANDES                 ,Hippoglossina macrops,NA,NA,NA,NA,NA
CENTOLLA DEL NORTE                       ,Lithodes spp.,Centollas del norte (Lithodes spp.),1605.1021,0,1,0
CENTOLLA DEL NORTE                       ,Lithodes spp.,Centollas del norte (Lithodes spp.),1605.1025,0,1,0
CENTOLLA DEL NORTE                       ,Lithodes spp.,Centollas del norte (Lithodes spp.),0306.1422,0,0,0
CENTOLLA DEL NORTE                       ,Lithodes spp.,Centollas del norte (Lithodes spp.),0306.3322,0,0,0
GRANADERO GRANDE                         ,Macrourus holotrachys,Familia Macrouridae,0305.5300,1,0,0
GRANADERO GRANDE                         ,Macrourus holotrachys,Familia Macrouridae,0305.3200,1,0,0
GRANADERO GRANDE                         ,Macrourus holotrachys,Familia Macrouridae,0304.9599,1,0,0
GRANADERO GRANDE                         ,Macrourus holotrachys,Familia Macrouridae,0304.7990,1,0,0
GRANADERO GRANDE                         ,Macrourus holotrachys,Familia Macrouridae,0304.5300,1,0,0
GRANADERO GRANDE                         ,Macrourus holotrachys,Familia Macrouridae,0304.4490,1,0,0
GRANADERO GRANDE                         ,Macrourus holotrachys,Familia Macrouridae,0303.6990,1,0,0
GRANADERO GRANDE                         ,Macrourus holotrachys,Familia Macrouridae,0302.5990,1,0,0
PEJERRATA                                ,Coelorhynchus chilensis,Familia Macrouridae,0305.5300,1,0,0
PEJERRATA                                ,Coelorhynchus chilensis,Familia Macrouridae,0305.3200,1,0,0
PEJERRATA                                ,Coelorhynchus chilensis,Familia Macrouridae,0304.9599,1,0,0
PEJERRATA                                ,Coelorhynchus chilensis,Familia Macrouridae,0304.7990,1,0,0
PEJERRATA                                ,Coelorhynchus chilensis,Familia Macrouridae,0304.5300,1,0,0
PEJERRATA                                ,Coelorhynchus chilensis,Familia Macrouridae,0304.4490,1,0,0
PEJERRATA                                ,Coelorhynchus chilensis,Familia Macrouridae,0303.6990,1,0,0
PEJERRATA                                ,Coelorhynchus chilensis,Familia Macrouridae,0302.5990,1,0,0
PEJERRATA O GRANADERO ESCAMOSO           ,Macrourus carinatus.,Familia Macrouridae,0305.5300,1,0,0
PEJERRATA O GRANADERO ESCAMOSO           ,Macrourus carinatus.,Familia Macrouridae,0305.3200,1,0,0
PEJERRATA O GRANADERO ESCAMOSO           ,Macrourus carinatus.,Familia Macrouridae,0304.9599,1,0,0
PEJERRATA O GRANADERO ESCAMOSO           ,Macrourus carinatus.,Familia Macrouridae,0304.7990,1,0,0
PEJERRATA O GRANADERO ESCAMOSO           ,Macrourus carinatus.,Familia Macrouridae,0304.5300,1,0,0
PEJERRATA O GRANADERO ESCAMOSO           ,Macrourus carinatus.,Familia Macrouridae,0304.4490,1,0,0
PEJERRATA O GRANADERO ESCAMOSO           ,Macrourus carinatus.,Familia Macrouridae,0303.6990,1,0,0
PEJERRATA O GRANADERO ESCAMOSO           ,Macrourus carinatus.,Familia Macrouridae,0302.5990,1,0,0
DRACO RAYADO                             ,Champsocephalus gunnari,Champsocephalus gunnari,0303.8995,0,0,0
KRILL                                    ,Euphasia superba,NA,NA,NA,NA,NA
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0302.8290,1,0,0
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0302.9910,1,0,0
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0303.8290,1,0,0
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0303.9910,1,0,0
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0304.4890,1,0,0
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0304.5790,1,0,0
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0304.8859,1,0,0
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0304.9790,1,0,0
RAYA AGUILA                              ,Myliobatis peruvianus,La demas rayas (Rajidae),0305.7910,1,0,0
BACALAO ANTARTICO                        ,Dissostichus mawsoni,Los demas Dissostichus spp.,0302.8390,1,0,0
BACALAO ANTARTICO                        ,Dissostichus mawsoni,Los demas Dissostichus spp.,0303.8390,1,0,0
BACALAO ANTARTICO                        ,Dissostichus mawsoni,Los demas Dissostichus spp.,0304.4690,1,0,0
BACALAO ANTARTICO                        ,Dissostichus mawsoni,Los demas Dissostichus spp.,0304.5500,1,0,0
BACALAO ANTARTICO                        ,Dissostichus mawsoni,Los demas Dissostichus spp.,0304.8590,1,0,0
BACALAO ANTARTICO                        ,Dissostichus mawsoni,Los demas Dissostichus spp.,0304.9290,1,0,0
MERLUZA DEL ATLANTICO                    ,Merluccius hubbsi,Merluza,1604.1940,1,1,0
MERLUZA DEL ATLANTICO                    ,Merluccius hubbsi,Merluza,1604.2070,1,1,0
MERLUZA DEL ATLANTICO                    ,Merluccius hubbsi,Las demas Merluccius spp.,0302.5419,1,0,0
MERLUZA DEL ATLANTICO                    ,Merluccius hubbsi,Las demas Merluccius spp.,0303.6619,1,0,0
MERLUZA DEL ATLANTICO                    ,Merluccius hubbsi,Merluccius spp.,0303.9130,1,0,0
MERLUZA DEL ATLANTICO                    ,Merluccius hubbsi,Las demas Merluccius spp.,0304.7419,1,0,0
MERLUZA DEL ATLANTICO                    ,Merluccius hubbsi,Las demas Merluccius spp.,0304.9519,1,0,0
NOTOTENIA O MARUJITO                     ,Patagonotothen ramsayi,NA,NA,NA,NA,NA
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0302.8290,1,0,0
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0302.9910,1,0,0
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0303.8290,1,0,0
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0303.9910,1,0,0
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0304.4890,1,0,0
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0304.5790,1,0,0
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0304.8859,1,0,0
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0304.9790,1,0,0
RAYA MOTEADA O NEGRA                     ,Sympterygia brevicaudata,La demas rayas (Rajidae),0305.7910,1,0,0
CALAMAR ILLEX O POTA DEL ATLANTICO       ,Illex argentinus,"Los demas jibias, calamres, globitos y pota",1605.5490,1,1,0
CALAMAR ILLEX O POTA DEL ATLANTICO       ,Illex argentinus,Ommastrephes spp.,0307.4220,1,0,0
CALAMAR ILLEX O POTA DEL ATLANTICO       ,Illex argentinus,Ommastrephes spp.,0307.4310,1,0,0
POTA DEL PACIFICO                        ,Todarodes Pacificus,"Los demas jibias, calamres, globitos y pota",1605.5490,1,1,0
POTA DEL PACIFICO                        ,Todarodes Pacificus,Ommastrephes spp.,0307.4220,1,0,0
POTA DEL PACIFICO                        ,Todarodes Pacificus,Ommastrephes spp.,0307.4310,1,0,0
CUBICEPS                                 ,Cubiceps,NA,NA,NA,NA,NA
