PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO,,,
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP,,,
2009,11,III,78,HUASCO,612,Camaron nailon,"462,000",,3.67,L,BN,PP,,,
2009,11,IV,122,COQUIMBO,445,Jibia o calamar rojo,"30,000",,6.42,B,BN,PP,,,
2009,11,IV,122,COQUIMBO,221,Cabrilla común,"1,000,000",,0.04,B,BN,CHD,,,
2009,11,IV,122,COQUIMBO,213,Blanquillo,"1,200,000",,0.04,B,BN,CHD,,,
2009,11,IV,122,COQUIMBO,242,Merluza común,"1,000,000",,0.08,B,BN,CHD,,,
2009,11,IV,122,COQUIMBO,227,Congrio colorado,"2,000,000",,0.10,B,BN,CHD,,,
2009,11,IV,122,COQUIMBO,242,Merluza común,"1,000,000",,0.44,B,BN,CHD,,,
2009,11,IV,122,COQUIMBO,230,Corvina,"800,000",,0.05,B,BN,CHD,,,
2009,11,V,214,PORTALES,242,Merluza común,"800,000",,0.80,B,BN,CHD,,,
2009,11,VI,254,BUCALEMU,242,Merluza común,"250,000",,0.84,B,BN,CHD,,,
2009,11,VI,254,BUCALEMU,242,Merluza común,"464,285",,0.70,B,BN,CHD,,,
2009,11,VI,254,BUCALEMU,115,Chasca,"900,000",No disponible,0.32,O,BN,PP,,,
2009,11,VI,254,BUCALEMU,110,Cochayuyo,"750,000",No disponible,0.10,O,BN,PP,,,
2009,11,VII,637,RIO MAULE,217,Bacalao de profundidad,"4,500,000",,1.34,L,BN,PP,,,
2009,11,VII,637,RIO MAULE,274,Reineta,"700,000",,1.59,L,BN,CHD,,,
2009,11,VII,272,BOYERUCA,110,Cochayuyo,"240,000",No disponible,0.03,O,BN,PP,,,
2009,11,VII,272,BOYERUCA,135,Luga - Luga,"250,000",No disponible,0.01,O,BN,PP,,,
2009,11,VII,272,BOYERUCA,115,Chasca,"900,000",No disponible,0.01,O,BN,PP,,,
2009,11,VII,268,DUAO,242,Merluza común,"370,000",,0.03,B,BN,CHD,,,
2009,11,VII,268,DUAO,242,Merluza común,"407,000",,0.03,B,BN,CHD,,,
2009,11,VII,268,DUAO,242,Merluza común,"444,000",,0.03,B,BN,CHD,,,
2009,11,VII,268,DUAO,242,Merluza común,"481,000",,0.03,B,BN,CHD,,,
2009,11,VIII,310,TOME,227,Congrio colorado,"3,000,000",,0.80,B,BN,CHD,,,
2009,11,VIII,310,TOME,229,Congrio negro,"1,200,000",,6.00,B,BN,CHD,,,
2009,11,VIII,310,TOME,282,Sierra,"1,666,666",,0.20,B,BN,CHD,,,
2009,11,VIII,310,TOME,230,Corvina,"2,000,000",,1.20,B,BN,CHD,,,
2009,11,VIII,310,TOME,221,Cabrilla común,"280,000",,0.60,L,BN,CHD,,,
2009,11,VIII,310,TOMÉ,450,Lapa,"950,000",,0.30,B,BN,CHD,,,
2009,11,VIII,310,TOME,644,Picoroco,"750,000",,1.70,B,BN,CHD,,,
2009,11,VIII,310,TOME,465,Navajuela,"500,000",,1.50,B,BN,CHD,,,
2009,11,VIII,310,TOME,820,Piure,"500,000",,10.00,B,BN,CHD,,,
2009,11,VIII,310,TOME,640,Jaiba,"800,000",,2.60,B,BN,CHD,,,
2009,11,VIII,310,TOME,135,Luga - Luga,"120,000",No disponible,3.00,B,BN,PP,,,
2009,11,VIII,310,TOME,120,Chicorea de mar,"200,000",No disponible,5.00,B,BN,PP,,,
2009,11,VIII,310,TOME,227,Congrio colorado,"3,000,000",,1.00,B,BN,CHD,,,
2009,11,VIII,310,TOME,229,Congrio negro,"1,200,000",,3.00,B,BN,CHD,,,
2009,11,VIII,310,TOME,282,Sierra,"1,666,666",,0.05,B,BN,CHD,,,
2009,11,VIII,310,TOME,230,Corvina,"2,000,000",,2.30,L,BN,CHD,,,
2009,11,VIII,310,TOME,221,Cabrilla común,"280,000",,0.30,L,BN,CHD,,,
2009,11,VIII,310,TOMÉ,450,Lapa,"950,000",,0.12,B,BN,CHD,,,
2009,11,VIII,310,TOME,644,Picoroco,"750,000",,2.00,B,BN,CHD,,,
2009,11,VIII,310,TOME,465,Navajuela,"428,571",,0.70,B,BN,CHD,,,
2009,11,VIII,310,TOME,820,Piure,"70,000",,8.00,B,BN,CHD,,,
2009,11,VIII,310,TOME,640,Jaiba,"800,000",,2.00,B,BN,CHD,,,
2009,11,VIII,310,TOME,120,Chicorea de mar,"140,000",No disponible,4.00,B,BN,PP,,,
2009,11,VIII,374,LEBU,274,Reineta,"900,000",,10.00,L,BN,CHD,,,
2009,11,VIII,374,LEBU,228,Congrio dorado,"990,000",,11.00,L,BN,CHD,,,
2009,11,VIII,374,LEBU,274,Reineta,"700,000",,10.00,L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,655,Jaiba remadora,"840,000",,0.57,B-L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,260,Pejerrey de mar,"710,000",,0.53,B-L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,227,Congrio colorado,"1,850,000",,0.38,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,229,Congrio negro,"1,250,000",,0.45,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,270,Róbalo,"980,000",,0.19,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,654,Jaiba marmola,"870,000",,0.54,L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,465,Navajuela,"720,000",,2.51,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,406,Almeja o taca,"420,000",,0.89,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,213,Blanquillo,"510,000",,0.28,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,234,Jurel,"650,000",,1.90,B-L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,282,Sierra,"380,000",,0.45,L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,242,Merluza común,"1,350,000",,1.98,L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,258,Pejegallo,"1,120,000",,0.56,L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,230,Corvina,"980,000",,0.12,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,258,Pejegallo,"1,500,000",,0.21,B-L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,654,Jaiba marmola,"850,000",,0.67,B-L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,260,Pejerrey de mar,"350,000",,0.51,B-L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,227,Congrio colorado,"1,250,000",,0.46,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,229,Congrio negro,"860,000",,0.85,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,465,Navajuela,"750,000",,2.00,B,BN,PP,,,
2009,11,VIII,350,LO ROJAS,242,Merluza común,"1,850,000",,2.10,L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,234,Jurel,"940,000",,5.30,L,BN,PP,,,
2009,11,VIII,350,LO ROJAS,282,Sierra,"580,000",,0.84,L,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,655,Jaiba remadora,"980,000",,0.92,B,BN,CHD,,,
2009,11,VIII,350,LO ROJAS,230,Corvina,"1,350,000",,0.34,L,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,227,Congrio colorado,"2,500,000",,0.04,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,228,Congrio dorado,"2,500,000",,0.05,L,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,229,Congrio negro,"1,500,000",,0.02,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,234,Jurel,"1,000,000",,0.01,L,BN,,,,
2009,11,VIII,324,TALCAHUANO,242,Merluza común,"2,000,000",,0.10,L,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,260,Pejerrey de mar,"2,000,000",,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,273,Rollizo,"1,800,000",,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,274,Reineta,"1,500,000",,0.20,L,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,406,Almeja o taca,"500,000",,0.05,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,408,Tumbao,"500,000",,0.08,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,465,Navajuela,"2,000,000",,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,652,Jaiba mora,"1,200,000",,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,653,Jaiba peluda,"1,000,000",,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,110,Cochayuyo,"800,000",No disponible,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,110,Cochayuyo,"800,000",No disponible,0.02,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,820,Piure,"400,000",,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,406,Almeja o taca,"600,000",,0.08,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,408,Tumbao,"500,000",,0.03,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,465,Navajuela,"2,000,000",,0.03,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,221,Cabrilla común,"800,000",,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,227,Congrio colorado,"2,200,000",,0.06,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,260,Pejerrey de mar,"1,500,000",,0.01,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,644,Picoroco,"1,000,000",,0.08,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,652,Jaiba mora,"1,000,000",,0.05,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,653,Jaiba peluda,"1,000,000",,0.02,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,655,Jaiba remadora,"1,000,000",,0.04,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,656,Cangrejo,"700,000",,0.02,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,820,Piure,"600,000",,0.15,B,BN,CHD,,,
2009,11,VIII,324,TALCAHUANO,110,Cochayuyo,"700,000",No disponible,0.01,B,BN,CHD,,,
2009,11,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,200,000",,0.15,O,,CHD,,,
2009,11,XIV,410,LOS MOLINOS,230,Corvina,"1,000,000",,0.60,O,,CHD,,,
2009,11,XIV,410,LOS MOLINOS,406,Almeja o taca,"400,000",,1.70,O,BN,CHD,,,
2009,11,XIV,410,LOS MOLINOS,465,Navajuela,"400,000",,0.35,O,BN,CHD,,,
2009,11,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,000,000",,0.30,O,,CHD,,,
2009,11,XIV,410,LOS MOLINOS,242,Merluza común,"1,000,000",,0.25,O,,CHD,,,
2009,11,XIV,410,LOS MOLINOS,270,Róbalo,"800,000",,0.15,O,,CHD,,,
2009,11,XIV,410,LOS MOLINOS,406,Almeja o taca,"400,000",,0.10,O,BN,CHD,,,
2009,11,XIV,412,NIEBLA,227,Congrio colorado,"1,000,000",,0.20,B,,CHD,,,
2009,11,XIV,412,NIEBLA,230,Corvina,"1,500,000",,0.20,B,,CHD,,,
2009,11,XIV,412,NIEBLA,406,Almeja o taca,"350,000",,0.20,B,AM,CHD,,,
2009,11,XIV,412,NIEBLA,425,Cholga,"300,000",,0.15,B,AM,CHD,,,
2009,11,XIV,412,NIEBLA,465,Navajuela,"400,000",,0.10,B,AM,CHD,,,
2009,11,XIV,412,NIEBLA,227,Congrio colorado,"1,500,000",,0.20,B,,PP,,,
2009,11,XIV,412,NIEBLA,242,Merluza común,"1,500,000",,0.25,B,,PP,,,
2009,11,XIV,412,NIEBLA,270,Róbalo,"800,000",,0.15,B,,PP,,,
2009,11,XIV,412,NIEBLA,406,Almeja o taca,"300,000",,0.10,B,BN,PP,,,
2009,11,XIV,412,NIEBLA,465,Navajuela,"450,000",,0.15,B,BN,PP,,,
2009,11,X,474,DALCAHUE,485,Pulpo,"400,000",,0.90,L,,PP,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,1.00,L,,CHD,,,
2009,11,X,474,DALCAHUE,465,Navajuela,"390,000",,2.50,L,BN,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,14.50,L,BN,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,6.70,L,BN,PP,,,
2009,11,X,474,DALCAHUE,268,Raya volantín,"1,275,000",,1.90,L,,PP,,,
2009,11,X,474,DALCAHUE,228,Congrio dorado,"500,000",,1.50,L,,CHD,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"500,000",,0.20,L,,CHD,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,16.20,L,BN,PP,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.90,L,,CHD,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,2.00,L,,CHD,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,13.00,L,BN,PP,,,
2009,11,X,474,DALCAHUE,485,Pulpo,"620,000",,0.20,L,,PP,,,
2009,11,X,474,DALCAHUE,485,Pulpo,"620,000",,1.30,L,,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,15.30,L,BN,PP,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.40,L,,CHD,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,2.50,L,,CHD,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.70,L,,CHD,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,14.50,L,BN,PP,,,
2009,11,X,474,DALCAHUE,465,Navajuela,"415,000",,16.65,L,BN,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,7.90,L,BN,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,5.10,L,BN,PP,,,
2009,11,X,474,DALCAHUE,405,Juliana o tawera,"100,000",,14.70,L,BN,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,17.50,L,BN,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,15.30,L,BN,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,14.70,L,BN,PP,,,
2009,11,X,474,DALCAHUE,228,Congrio dorado,"500,000",,2.00,L,,PP,,,
2009,11,X,474,DALCAHUE,228,Congrio dorado,"500,000",,6.00,L,,PP,,,
2009,11,X,474,DALCAHUE,228,Congrio dorado,"500,000",,7.00,L,,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"100,000",,7.00,L,BN,PP,,,
2009,11,X,474,DALCAHUE,654,Jaiba marmola,"200,000",,0.10,L,,PP,,,
2009,11,X,474,DALCAHUE,654,Jaiba marmola,"170,000",,6.00,L,,CHD,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"140,000",,14.00,L,BN,PP,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"150,000",,0.80,L,,PP,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,2.20,L,,CHD,,,
2009,11,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,1.00,L,,CHD,,,
2009,11,X,474,DALCAHUE,228,Congrio dorado,"500,000",,1.40,L,,PP,,,
2009,11,X,474,DALCAHUE,228,Congrio dorado,"500,000",,0.10,L,,CHD,,,
2009,11,X,474,DALCAHUE,228,Congrio dorado,"800,000",,3.00,L,,CHD,,,
2009,11,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,4.00,L,,CHD,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.70,L,,PP,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.40,L,,CHD,,,
2009,11,X,474,DALCAHUE,258,Pejegallo,"200,000",,1.10,L,,CHD,,,
2009,11,X,474,DALCAHUE,268,Raya volantín,"500,000",,6.00,L,,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"100,000",,11.90,L,BN,PP,,,
2009,11,X,474,DALCAHUE,405,Juliana o tawera,"100,000",,15.50,L,BN,PP,,,
2009,11,X,474,DALCAHUE,485,Pulpo,"620,000",,1.20,L,,PP,,,
2009,11,X,474,DALCAHUE,406,Almeja o taca,"100,000",,11.90,L,BN,PP,,,
2009,11,X,474,DALCAHUE,465,Navajuela,"415,000",,16.50,L,BN,PP,,,
2009,11,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,1.40,L,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,244,Merluza del sur,"900,000",,5.18,B,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,228,Congrio dorado,"800,000",,0.05,B,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,244,Merluza del sur,"900,000",,9.63,B,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,244,Merluza del sur,"900,000",,3.81,B,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,228,Congrio dorado,"900,000",,0.93,B,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,244,Merluza del sur,"900,000",,3.59,B,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,228,Congrio dorado,"900,000",,0.11,B,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,244,Merluza del sur,"900,000",,5.12,B,,PP,,,
2009,11,XI,518,PTO.CHACABUCO,228,Congrio dorado,"900,000",,0.02,B,,PP,,,
2009,11,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,6.98,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,268,Raya volantín,"1,100,000",,2.00,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,268,Raya volantín,"1,000,000",,0.85,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,000,000",,0.54,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,040,000",,0.21,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,100,000",,5.56,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,150,000",,1.97,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,440,000",,1.20,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,940,000",,6.25,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,620,Centollón,"450,000",,0.91,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,2.05,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,620,Centollón,"700,000",,2.00,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,000,000",,1.06,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,140,000",,0.17,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,440,000",,3.20,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,450,000",,1.35,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,616,Centolla,"2,540,000",,6.82,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,620,Centollón,"450,000",,0.07,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,2.88,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,620,Centollón,"700,000",,2.00,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,4.11,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,268,Raya volantín,"1,100,000",,3.00,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,268,Raya volantín,"1,000,000",,8.59,O,BN,PP,,,
2009,11,XII,534,PUNTA ARENAS,810,Erizo,"223,000",,20.49,O,BN,PP,,,
2009,11,XII,536,PUERTO NATALES,244,Merluza del sur,"1,500,000",,16.36,L,BN,PP,,,
2009,11,XII,536,PUERTO NATALES,616,Centolla,"2,300,000",,35.00,L,BN,PP,,,
2009,11,XII,536,PUERTO NATALES,244,Merluza del sur,"1,500,000",,32.16,L,BN,PP,,,
2009,11,XII,536,PUERTO NATALES,616,Centolla,"2,300,000",,76.00,L,BN,PP,,,
2009,11,XII,536,PUERTO NATALES,810,Erizo,"306,000",,20.96,L,BN,PP,,,
2009,12,XV,2,ARICA,272,Roncacho,"900,000",,0.05,B,BN,CHD,,,
2009,12,XV,2,ARICA,254,Palometa,"2,500,000",,2.30,B,BN,CHD,,,
2009,12,I,8,RIQUELME,254,Palometa,"800,000",,4.30,L,BN,CHD,,,
2009,12,I,8,RIQUELME,221,Cabrilla común,"1,200,000",,0.40,B,BN,CHD,,,
2009,12,I,8,RIQUELME,226,Cojiboba del norte ,"1,000,000",,0.60,L,BN,CHD,,,
2009,12,I,8,RIQUELME,254,Palometa,"1,200,000",,1.40,L,BN,CHD,,,
2009,12,I,8,RIQUELME,284,Tiburón o marrajo,"1,500,000",,0.80,L,BN,CHD,,,
2009,12,I,8,RIQUELME,221,Cabrilla común,"1,000,000",,0.47,B,BN,CHD,,,
2009,12,I,8,RIQUELME,211,Azulejo,"500,000",,0.24,L,BN,CHD,,,
2009,12,I,8,RIQUELME,230,Corvina,"1,800,000",,0.06,B,BN,CHD,,,
2009,12,I,8,RIQUELME,260,Pejerrey de mar,"500,000",,0.04,B,BN,CHD,,,
2009,12,II,60,MEJILLONES,406,Almeja o taca,"400,000",,0.01,B,BN,CHD,,,
2009,12,II,60,MEJILLONES,450,Lapa,"800,000",,0.01,B,BN,CHD,,,
2009,12,II,60,MEJILLONES,425,Cholga,"500,000",,0.01,B,BN,CHD,,,
2009,12,II,60,MEJILLONES,425,Cholga,"250,000",,0.01,B,BN,CHD,,,
2009,12,II,60,MEJILLONES,406,Almeja o taca,"500,000",,0.01,B,BN,CHD,,,
2009,12,II,60,MEJILLONES,440,Culengue,"500,000",,0.01,B,BN,CHD,,,
2009,12,II,60,MEJILLONES,450,Lapa,"500,000",,0.01,B,BN,CHD,,,
2009,12,II,38,HUACHAN,485,Pulpo,"1,000,000",,0.08,O,BN,PP,,,
2009,12,II,38,HUACHAN,406,Almeja o taca,"300,000",,0.30,B,BN,CHD,,,
2009,12,II,38,HUACHAN,425,Cholga,"200,000",,0.15,B,BN,CHD,,,
2009,12,II,38,HUACHAN,142,Huiro palo,"1,500,000",No disponible,1.50,O,BN,PP,,,
2009,12,II,38,HUACHAN,440,Culengue,"200,000",,0.25,B,BN,CHD,,,
2009,12,II,38,HUACHAN,141,Chacón o Huiro negro,"100,000",No disponible,2.00,O,BN,PP,,,
2009,12,II,39,PAQUICA,141,Chacón o Huiro negro,"90,000",No disponible,2.80,O,BN,PP,,,
2009,12,II,39,PAQUICA,142,Huiro palo,"160,000",No disponible,3.00,O,BN,PP,,,
2009,12,II,39,PAQUICA,653,Jaiba peluda,"500,000",,0.10,B,BN,CHD,,,
2009,12,II,39,PAQUICA,226,Cojiboba del norte ,"1,700,000",,0.03,B,BN,CHD,,,
2009,12,II,39,PAQUICA,234,Jurel,"1,200,000",,0.05,B,BN,CHD,,,
2009,12,II,50,ANTOFAGASTA,231,Dorado de altura,"4,000,000",,0.03,B,BN,CHD,,,
2009,12,II,50,ANTOFAGASTA,260,Pejerrey de mar,"1,000,000",,0.01,B,BN,CHD,,,
2009,12,II,56,TALTAL,450,Lapa,"500,000",,0.04,O,BN,PP,,,
2009,12,II,56,TALTAL,227,Congrio colorado,"2,000,000",,0.03,O,BN,CHD,,,
2009,12,II,56,TALTAL,455,Loco,"400,000",,0.58,B,AM,PP,,,
2009,12,II,56,TALTAL,142,Huiro palo,"120,000",No disponible,7.00,O,BN,PP,,,
2009,12,II,56,TALTAL,450,Lapa,"500,000",,0.04,O,BN,PP,,,
2009,12,II,56,TALTAL,455,Loco,"400,000",,0.53,B,AM,PP,,,
2009,12,III,78,HUASCO,273,Rollizo,"1,100,000",,0.33,B,BN,CHD,,,
2009,12,III,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.56,B,BN,CHD,,,
2009,12,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.21,B,BN,CHD,,,
2009,12,III,78,HUASCO,262,Pejeperro,"1,300,000",,0.04,B,BN,CHD,,,
2009,12,III,78,HUASCO,226,Cojiboba del norte ,"1,700,000",,0.02,B,BN,CHD,,,
2009,12,III,78,HUASCO,236,Lenguado,"2,800,000",,0.05,B,BN,CHD,,,
2009,12,III,78,HUASCO,230,Corvina,"2,000,000",,0.08,B,BN,CHD,,,
2009,12,III,78,HUASCO,455,Loco,"1,200,000",,23.48,B,AM,PP,,,
2009,12,III,78,HUASCO,242,Merluza común,"500,000",,0.30,B,BN,CHD,,,
2009,12,III,78,HUASCO,612,Camaron nailon,"462,000",,22.46,B,BN,PP,,,
2009,12,III,78,HUASCO,450,Lapa,"600,000",,0.50,B,BN,CHD,,,
2009,12,III,78,HUASCO,273,Rollizo,"1,100,000",,0.10,B,BN,CHD,,,
2009,12,III,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.62,B,BN,CHD,,,
2009,12,III,78,HUASCO,227,Congrio colorado,"2,000,000",,1.65,B,BN,CHD,,,
2009,12,III,78,HUASCO,262,Pejeperro,"1,300,000",,0.10,B,BN,CHD,,,
2009,12,III,78,HUASCO,226,Cojiboba del norte ,"1,700,000",,0.50,B,BN,CHD,,,
2009,12,III,78,HUASCO,236,Lenguado,"2,800,000",,0.45,B,BN,CHD,,,
2009,12,III,78,HUASCO,230,Corvina,"2,000,000",,0.15,B,BN,CHD,,,
2009,12,III,78,HUASCO,455,Loco,"2,900,000",,26.63,B,AM,PP,,,
2009,12,III,78,HUASCO,450,Lapa,"600,000",,3.50,B,BN,CHD,,,
2009,12,III,78,HUASCO,234,Jurel,"70,000",,7.35,B,BN,PP,,,
2009,12,V,230,SAN ANTONIO,242,Merluza común,"1,430,000",,0.80,B,BN,CHD,,,
2009,12,V,214,PORTALES,242,Merluza común,"700,000",,2.00,B,BN,CHD,,,
2009,12,V,228,EL QUISCO,141,Chacón o Huiro negro,"70,000",50,1.00,O,,,,,
2009,12,VI,254,BUCALEMU,242,Merluza común,"392,857",,0.42,B,BN,CHD,,,
2009,12,VI,254,BUCALEMU,242,Merluza común,"196,428",,0.84,B,BN,CHD,,,
2009,12,VI,246,PICHILEMU,820,Piure,"300,000",,0.21,O,BN,CHD,,,
2009,12,VI,246,PICHILEMU,450,Lapa,"800,000",,0.10,O,BN,CHD,,,
2009,12,VI,246,PICHILEMU,640,Jaiba,"800,000",,0.03,O,BN,CHD,,,
2009,12,VI,246,PICHILEMU,270,Róbalo,"1,000,000",,0.05,O,BN,CHD,,,
2009,12,VI,251,TOPOCALMA,230,Corvina,"2,000,000",,0.05,O,BN,CHD,,,
2009,12,VI,251,TOPOCALMA,270,Róbalo,"1,500,000",,0.03,O,BN,CHD,,,
2009,12,VIII,310,TOME,227,Congrio colorado,"3,000,000",,1.40,B,BN,CHD,,,
2009,12,VIII,310,TOME,229,Congrio negro,"1,200,000",,1.60,B,BN,CHD,,,
2009,12,VIII,310,TOME,242,Merluza común,"1,072,000",,0.87,L,BN,PP,,,
2009,12,VIII,310,TOME,230,Corvina,"2,000,000",,1.00,B,BN,CHD,,,
