PRECIOS DE PRIMERA TRANSACCI年 ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2015,,,,,,,,,,,,
,,,,,,,,,,,,
A絨,MES,REGI年,Codigo Caleta,Nom_caleta,Codigo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2015,4,2,56,TALTAL,231,Dorado,"5,000,000",,0.08,L,BN,PP
2015,4,2,56,TALTAL,485,Pulpo,"1,200,000",,0.31,B,BN,CHD
2015,4,2,56,TALTAL,810,Erizo,"560,000",,0.375,L,BN,PP
2015,4,2,56,TALTAL,141,Huiro negro,"220,000",30,3,L,BN,PP
2015,4,2,56,TALTAL,142,Huiro palo,"180,000",30,0.3,B,BN,CHD
2015,4,2,56,TALTAL,451,Lapa negra,"500,000",,0.03,B,BN,CHD
2015,4,2,56,TALTAL,227,Congrio colorado,"3,500,000",,0.045,B,BN,CHD
2015,4,2,56,TALTAL,231,Dorado,"5,000,000",,0.09,B,BN,CHD
2015,4,2,56,TALTAL,485,Pulpo,"1,200,000",,0.07,B,BN,CHD
2015,4,2,50,ANTOFAGASTA,485,Pulpo,"2,300,000",,12,B,BN,CHD
2015,4,4,122,COQUIMBO,242,Merluza comun,"1,800,000",,0.14,B,BN,CHD
2015,4,4,122,COQUIMBO,445,Jibia o calamar rojo,"130,000",,18.517,B,BN,CHD
2015,4,4,122,COQUIMBO,445,Jibia o calamar rojo,"130,000",,14.018,B,BN,CHD
2015,4,4,122,COQUIMBO,242,Merluza comun,"2,000,000",,0.24,B,BN,CHD
2015,4,4,122,COQUIMBO,236,Lenguado,"4,500,000",,0.002,B,BN,CHD
2015,4,6,254,BUCALEMU,242,Merluza comun,"535,714",,0.98,L,BN,CHD
2015,4,6,254,BUCALEMU,242,Merluza comun,"892,857",,0.36,L,BN,CHD
2015,4,6,254,BUCALEMU,242,Merluza comun,"571,429",,2.69,L,BN,CHD
2015,4,7,636,MAGUILLINES,242,Merluza comun,"259,259",,1,B,BN,CHD
2015,4,7,636,MAGUILLINES,230,Corvina,"1,500,000",,1,B,BN,CHD
2015,4,7,286,CURANIPE,274,Reineta,"2,020,000",,5.05,B,BN,CHD
2015,4,7,286,CURANIPE,242,Merluza comun,"636,000",,1.431,B,BN,PP
2015,4,7,286,CURANIPE,242,Merluza comun,"900,000",,1.62,O,BN,PP
2015,4,7,268,DUAO,242,Merluza comun,"926,000",,0.001,O,BN,PP
2015,4,7,268,DUAO,242,Merluza comun,"630,000",,0.001,O,BN,PP
2015,4,7,268,DUAO,242,Merluza comun,"518,200",,0.001,O,BN,PP
2015,4,8,336,SAN VICENTE,644,Picoroco,"520,000",,0.8,O,BN,PP
2015,4,8,336,SAN VICENTE,425,Cholga,"400,000",,0.5,O,BN,PP
2015,4,8,336,SAN VICENTE,651,Jaiba limon,"1,500,000",,0.35,O,BN,PP
2015,4,8,336,SAN VICENTE,820,Piure,"250,000",,0.6,O,BN,PP
2015,4,8,336,SAN VICENTE,644,Picoroco,"450,000",,0.6,O,BN,PP
2015,4,8,336,SAN VICENTE,425,Cholga,"400,000",,0.35,O,BN,PP
2015,4,8,336,SAN VICENTE,820,Piure,"250,000",,0.75,O,BN,PP
2015,4,8,310,TOME,227,Congrio colorado,"2,000,000",,0.02,O,BN,PP
2015,4,8,310,TOME,220,Cabrilla,"500,000",,0.02,O,BN,PP
2015,4,8,310,TOME,282,Sierra,"1,600,000",,0.28,B,BN,CHD
2015,4,8,310,TOME,273,Rollizo,"2,000,000",,0.015,B,BN,CHD
2015,4,8,310,TOME,230,Corvina,"2,000,000",,0.01,B,BN,CHD
2015,4,8,310,TOME,242,Merluza comun,"535,000",,0.12,O,BN,PP
2015,4,8,310,TOME,270,Robalo,"2,000,000",,0.03,O,BN,PP
2015,4,8,310,TOME,227,Congrio colorado,"2,000,000",,0.05,O,BN,PP
2015,4,8,310,TOME,230,Corvina,"2,000,000",,0.02,B,BN,CHD
2015,4,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,0.5,B,BN,CHD
2015,4,8,350,LO ROJAS,260,Pejerrey de mar,"300,000",,0.1,B,BN,CHD
2015,4,8,350,LO ROJAS,227,Congrio colorado,"3,000,000",,0.9,O,BN,PP
2015,4,8,350,LO ROJAS,229,Congrio negro,"1,800,000",,3,B,BN,CHD
2015,4,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,1,B,BN,PP
2015,4,8,350,LO ROJAS,444,Huepo o navaja de mar,"960,000",,10,B,BN,PP
2015,4,8,350,LO ROJAS,465,Navajuela,"480,000",,1,B,BN,CHD
2015,4,8,350,LO ROJAS,406,Almeja,"350,000",,0.1,B,BN,CHD
2015,4,8,350,LO ROJAS,234,Jurel,"450,000",,1.2,B,BN,CHD
2015,4,8,350,LO ROJAS,242,Merluza comun,"900,000",,3,B,BN,CHD
2015,4,8,350,LO ROJAS,230,Corvina,"3,000,000",,2,B,BN,CHD
2015,4,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.5,B,BN,CHD
2015,4,8,350,LO ROJAS,820,Piure,"450,000",,0.3,B,BN,CHD
2015,4,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.4,B,BN,CHD
2015,4,8,350,LO ROJAS,445,Jibia o calamar rojo,"140,000",,20,B,BN,CHD
2015,4,8,350,LO ROJAS,236,Lenguado,"4,500,000",,0.2,B,BN,CHD
2015,4,8,350,LO ROJAS,274,Reineta,"1,200,000",,3,B,BN,CHD
2015,4,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,0.1,B,BN,CHD
2015,4,8,350,LO ROJAS,227,Congrio colorado,"3,000,000",,2,B,BN,CHD
2015,4,8,350,LO ROJAS,229,Congrio negro,"1,800,000",,3.2,B,BN,CHD
2015,4,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,0.8,B,BN,CHD
2015,4,8,350,LO ROJAS,444,Huepo o navaja de mar,"960,000",,3,B,BN,CHD
2015,4,8,350,LO ROJAS,465,Navajuela,"480,000",,3.5,B,BN,CHD
2015,4,8,350,LO ROJAS,406,Almeja,"350,000",,0.1,B,BN,CHD
2015,4,8,350,LO ROJAS,234,Jurel,"450,000",,0.9,B,BN,CHD
2015,4,8,350,LO ROJAS,242,Merluza comun,"900,000",,1.5,B,BN,CHD
2015,4,8,350,LO ROJAS,230,Corvina,"3,000,000",,2.5,B,BN,CHD
2015,4,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.1,B,BN,CHD
2015,4,8,350,LO ROJAS,820,Piure,"450,000",,0.1,O,BN,CHD
2015,4,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.1,B,BN,CHD
2015,4,8,350,LO ROJAS,445,Jibia o calamar rojo,"140,000",,6,B,BN,CHD
2015,4,8,350,LO ROJAS,236,Lenguado,"4,500,000",,0.1,B,BN,CHD
2015,4,8,350,LO ROJAS,274,Reineta,"1,200,000",,5,B,BN,PP
2015,4,8,336,LEBU,274,Reineta,"800,000",,87,B,BN,PP
2015,4,8,336,LEBU,217,Bacalao de profundidad,"9,200,000",,1,B,BN,CHD
2015,4,8,336,LEBU,274,Reineta,"1,800,000",,10,B - L,BN,CHD -PP
2015,4,8,336,LEBU,266,Albacora o pez espada,"2,200,000",,0.066,B - L,BN,CHD -PP
2015,4,8,336,LEBU,352,Tiburon sardinero,"700,000",,0.05,B,BN,CHD
2015,4,9,388,QUEULE,282,Sierra,"250,000",,1,B,BN,CHD
2015,4,9,388,QUEULE,230,Corvina,"1,600,000",,1,B - L,BN,CHD - PP
2015,4,9,388,QUEULE,258,Pejegallo,"800,000",,1,B,BN,CHD - PP
2015,4,9,388,QUEULE,274,Reineta,"1,600,000",,1,B,BN,CHD - PP
2015,4,9,388,QUEULE,286,Tollo o Fume,"700,000",,1,B,BN,CHD
2015,4,10,474,DALCAHUE,616,Centolla,"2,700,000",,0.832,,,CHD
2015,4,10,474,DALCAHUE,486,Pulpo del Sur,"1,200,000",,0.268,,,PP
2015,4,10,474,DALCAHUE,616,Centolla,"2,800,000",,0.738,,,PP
2015,4,10,474,DALCAHUE,258,Pejegallo,"450,000",,0.45,,,CHD
2015,4,10,474,DALCAHUE,654,Jaiba marmola,"250,000",,0.85,,,PP
2015,4,10,474,DALCAHUE,654,Jaiba marmola,"270,000",,0.687,,,PP
2015,4,10,474,DALCAHUE,258,Pejegallo,"460,000",,0.6,,,CHD
2015,4,10,474,DALCAHUE,260,Pejerrey de mar,"300,000",,0.08,,,CHD
2015,4,10,474,DALCAHUE,486,Pulpo del Sur,"1,300,000",,0.423,,,PP
2015,4,10,474,DALCAHUE,260,Pejerrey de mar,"300,000",,0.34,,,PP
2015,4,10,474,DALCAHUE,244,Merluza del sur,"1,000,000",,3.5,,,PP
2015,4,10,494,QUELL年,810,Erizo,"240,000",,1.42,,,PP
2015,4,10,494,QUELL年,810,Erizo,"230,000",,0.319,,,PP
2015,4,10,494,QUELL年,430,Chorito,"70,000",,1.5,,BN,CHD
2015,4,10,494,QUELL年,406,Almeja,"330,000",,0.7,,,CHD
2015,4,10,494,QUELL年,406,Almeja,"300,000",,9.13,,,CHD
2015,4,10,494,QUELL年,406,Almeja,"380,000",,16.277,,,PP
2015,4,10,494,QUELL年,430,Chorito,"70,000",,1.5,,BN,PP
2015,4,10,494,QUELL年,810,Erizo,"250,000",,3,,,PP
2015,4,10,494,QUELL年,486,Pulpo del Sur,"1,000,000",,0.3,,,PP
2015,4,10,494,QUELL年,406,Almeja,"370,000",,12.41,,,PP
2015,4,11,514,PUERTO AYSEN,406,Almeja,"400,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,486,Pulpo del Sur,"900,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,425,Cholga,"140,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,435,Choro,"140,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,430,Chorito,"140,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,244,Merluza del sur,"1,100,000",,0.62,L,BN,PP
2015,4,11,514,PUERTO AYSEN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,268,Raya,"900,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,616,Centolla,"2,400,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,137,Luga negra,"160,000",30,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,136,Luga roja,"290,000",30,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,810,Erizo,"210,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,406,Almeja,"400,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,486,Pulpo del Sur,"900,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,425,Cholga,"140,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,435,Choro,"140,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,430,Chorito,"140,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,244,Merluza del sur,"1,100,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,268,Raya,"1,000,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,616,Centolla,"2,400,000",,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,137,Luga negra,"160,000",30,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,136,Luga roja,"290,000",30,,L,BN,PP
2015,4,11,514,PUERTO AYSEN,810,Erizo,"210,000",,,L,BN,PP
2015,4,12,534,PUNTA ARENAS,810,Erizo,"583,000",,7.32,B - L,BN,CHD - PP
2015,4,12,534,PUNTA ARENAS,810,Erizo,"333,000",,9.72,L,BN,CHD - PP
2015,4,12,534,PUNTA ARENAS,620,Centollon,"550,000",,4.32,B - L,BN,CHD - PP
2015,4,12,534,PUNTA ARENAS,620,Centollon,"600,000",,2.3,B,BN,CHD - PP
2015,4,12,534,PUNTA ARENAS,620,Centollon,"800,000",,19.42,B,BN,CHD
2015,4,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"610,000",,0.75,B,BN,CHD - PP
2015,4,12,534,PUNTA ARENAS,810,Erizo,"538,000",,8.64,L,BN,CHD - PP
2015,4,12,534,PUNTA ARENAS,810,Erizo,"322,000",,3.46,B,BN,CHD
2015,4,12,534,PUNTA ARENAS,620,Centollon,"700,000",,0.2,B - L,BN,CHD - PP
2015,4,12,534,PUNTA ARENAS,620,Centollon,"600,000",,4,,BN,
2015,4,12,534,PUNTA ARENAS,620,Centollon,"800,000",,10.29,B,BN,CHD
2015,4,12,534,PUNTA ARENAS,620,Centollon,"550,000",,4.7,B,BN,CHD
2015,4,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"610,000",,5.63,B - L,BN,CHD - PP
2015,4,12,536,PUERTO NATALES,810,Erizo,"400,000",,320,B,BN,CHD - PP
2015,4,12,536,PUERTO NATALES,406,Almeja,"1,000,000",,3,,,
2015,4,12,536,PUERTO NATALES,430,Chorito,"444,000",,0.15,,BN,
2015,4,12,536,PUERTO NATALES,425,Cholga,"444,000",,4.8,B - L,BN,CHD - PP
2015,4,12,536,PUERTO NATALES,270,Robalo,"1,500,000",,0.24,L,BN,CHD - PP
2015,4,12,536,PUERTO NATALES,244,Merluza del sur,"1,300,000",,1.6,B - L,BN,CHD
2015,4,12,536,PUERTO NATALES,228,Congrio dorado,"1,300,000",,2,B,BN,CHD - PP
2015,4,12,536,PUERTO NATALES,810,Erizo,"400,000",,300,B,BN,CHD
2015,4,12,536,PUERTO NATALES,244,Merluza del sur,"1,100,000",,0.8,B,BN,CHD - PP
2015,5,15,4,ARICA,271,Rococo,"1,500,000",,0.03,L,BN,CHD - PP
2015,5,15,4,ARICA,219,Cabinza,"1,500,000",,0.04,B,BN,CHD
2015,5,15,4,ARICA,284,Tiburon o marrajo,"2,000,000",,0.1,B - L,BN,CHD - PP
2015,5,15,4,ARICA,227,Congrio colorado,"2,500,000",,0.7,B - L,BN,CHD
2015,5,15,4,ARICA,291,Vilagay,"2,000,000",,0.05,L,BN,PP
2015,5,15,4,ARICA,239,Jerguilla,"1,500,000",,0.03,L,BN,CHD
2015,5,15,4,ARICA,485,Pulpo,"1,500,000",,0.04,L,BN,CHD
2015,5,1,8,RIQUELME,284,Tiburon o marrajo,"2,500,000",,0.32,L,BN,CHD
2015,5,1,8,RIQUELME,211,Azulejo,"800,000",,0.14,L,,CHD
2015,5,1,8,RIQUELME,260,Pejerrey de mar,"1,000,000",,0.12,L,,CHD
2015,5,1,8,RIQUELME,284,Tiburon o marrajo,"1,800,000",,0.126,L,,CHD
2015,5,1,8,RIQUELME,211,Azulejo,"800,000",,0.05,L,,CHD
2015,5,1,10,CAVANCHA,266,Albacora o pez espada,"3,000,000",,3.5,L,,CHD
2015,5,1,10,CAVANCHA,208,Atun aleta amarilla,"1,000,000",,0.25,O,BN,PP
2015,5,1,10,CAVANCHA,201,Marlin,"1,000,000",,0.7,O,BN,PP
2015,5,1,10,CAVANCHA,266,Albacora o pez espada,"2,600,000",,0.2,O,BN,PP
2015,5,1,10,CAVANCHA,201,Marlin,"800,000",,0.4,O,BN,PP
2015,5,1,10,CAVANCHA,485,Pulpo,"1,000,000",,0.25,O,BN,PP
2015,5,2,46,TOCOPILLA,227,Congrio colorado,"3,500,000",,0.04,O,BN,PP
2015,5,2,46,TOCOPILLA,435,Choro,"200,000",,1,O,BN,PP
2015,5,2,46,TOCOPILLA,262,Pejeperro,"3,000,000",,0.03,O,BN,PP
2015,5,2,46,TOCOPILLA,485,Pulpo,"1,800,000",,0.06,O,BN,PP
2015,5,2,46,TOCOPILLA,406,Almeja,"500,000",,0.03,O,BN,PP
2015,5,2,60,MEJILLONES,141,Huiro negro,"260,000",30,4,O,BN,PP
2015,5,2,60,MEJILLONES,142,Huiro palo,"400,000",30,3,O,BN,PP
2015,5,2,60,MEJILLONES,485,Pulpo,"2,000,000",,0.1,O,BN,PP
2015,5,2,60,MEJILLONES,141,Huiro negro,"200,000",30,4.23,L,BN,PP
2015,5,2,60,MEJILLONES,142,Huiro palo,"400,000",30,3.15,B,BN,CHD
2015,5,2,60,MEJILLONES,485,Pulpo,"2,000,000",,0.13,B,BN,CHD
2015,5,2,60,MEJILLONES,130,Pelillo,"70,000",45,3.18,B,BN,CHD
2015,5,2,56,TALTAL,141,Huiro negro,"180,000",30,3,B,BN,CHD
2015,5,2,56,TALTAL,451,Lapa negra,"550,000",,0.03,L,BN,PP
2015,5,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,0.04,L,BN,PP
2015,5,2,56,TALTAL,207,Apanado,"2,800,000",,0.038,L,BN,PP
2015,5,2,56,TALTAL,262,Pejeperro,"2,800,000",,0.02,L,BN,PP
2015,5,2,56,TALTAL,142,Huiro palo,"230,000",30,1,B,BN,CHD
2015,5,2,56,TALTAL,231,Dorado,"2,000,000",,0.05,B,BN,CHD
2015,5,2,56,TALTAL,485,Pulpo,"2,400,000",,0.08,B,BN,CHD
2015,5,2,56,TALTAL,810,Erizo,"400,000",,0.02,B,BN,CHD
2015,5,2,56,TALTAL,252,Vieja o mulata,"2,800,000",,0.03,B,BN,CHD
2015,5,2,56,TALTAL,141,Huiro negro,"180,000",30,4,B,BN,CHD
2015,5,2,56,TALTAL,142,Huiro palo,"180,000",30,0.3,B,BN,CHD
2015,5,2,56,TALTAL,451,Lapa negra,"500,000",,0.03,L,BN,CHD
2015,5,2,56,TALTAL,227,Congrio colorado,"4,200,000",,0.08,L,BN,CHD
2015,5,2,56,TALTAL,231,Dorado,"2,000,000",,0.05,B,BN,CHD
2015,5,2,56,TALTAL,485,Pulpo,"1,200,000",,0.06,L,BN,CHD
2015,5,2,56,TALTAL,810,Erizo,"440,000",,0.018,L,BN,CHD
2015,5,2,50,ANTOFAGASTA,141,Huiro negro,"160,000",30,1,L,BN,CHD
2015,5,2,50,ANTOFAGASTA,142,Huiro palo,"170,000",30,1,L,BN,CHD
2015,5,2,50,ANTOFAGASTA,141,Huiro negro,"160,000",30,1,L,BN,CHD
2015,5,2,50,ANTOFAGASTA,142,Huiro palo,"170,000",30,1,L,BN,CHD
2015,5,2,50,ANTOFAGASTA,485,Pulpo,"2,100,000",,12,L,BN,CHD
2015,5,4,122,COQUIMBO,219,Cabinza,"1,000,000",,0.005,B,BN,CHD
2015,5,4,122,COQUIMBO,445,Jibia o calamar rojo,"130,000",,7.714,B,BN,CHD
2015,5,4,122,COQUIMBO,653,Jaiba peluda,"1,500,000",,0.012,B,BN,CHD
2015,5,4,122,COQUIMBO,445,Jibia o calamar rojo,"130,000",,35.87,B,BN,CHD
2015,5,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"900,000",,,B -L,BN,PP
2015,5,5,230,SAN ANTONIO,651,Jaiba limon,"900,000",,,B,BN,CHD
2015,5,5,230,SAN ANTONIO,242,Merluza comun,"950,000",,,B - L,BN,CHD
2015,5,5,230,SAN ANTONIO,229,Congrio negro,"1,200,000",,,B - L,BN,CHD
2015,5,5,230,SAN ANTONIO,227,Congrio colorado,"4,000,000",,,B,BN,CHD
2015,5,5,230,SAN ANTONIO,282,Sierra,"1,200,000",,,B - L,BN,CHD
2015,5,5,230,SAN ANTONIO,284,Tiburon o marrajo,"1,100,000",,,L,BN,CHD
2015,5,5,230,SAN ANTONIO,266,Albacora o pez espada,"1,900,000",,,L,BN,PP
2015,5,5,230,SAN ANTONIO,202,Atun ojos grandes,"1,200,000",,,L,BN,CHD
2015,5,5,230,SAN ANTONIO,230,Corvina,"2,500,000",,,B,BN,CHD
2015,5,6,254,BUCALEMU,242,Merluza comun,"285,714",,1.68,O,BN,PP
2015,5,6,254,BUCALEMU,242,Merluza comun,"535,714",,1.32,O,BN,CHD
2015,5,6,246,PICHILEMU,242,Merluza comun,"535,714",,0.224,O,BN,PP
2015,5,6,246,PICHILEMU,230,Corvina,"2,500,000",,0.1,O,BN,PP
2015,5,6,246,PICHILEMU,242,Merluza comun,"535,714",,0.28,O,BN,PP
2015,5,6,246,PICHILEMU,282,Sierra,"1,000,000",,0.2,O,BN,PP
2015,5,6,246,PICHILEMU,230,Corvina,"3,000,000",,0.02,O,BN,PP
2015,5,6,250,MATANZAS,282,Sierra,"1,000,000",,0.16,O,BN,PP
2015,5,7,268,DUAO,242,Merluza comun,"685,200",,0.001,O,BN,PP
2015,5,7,268,DUAO,242,Merluza comun,"555,200",,0.001,O,BN,PP
2015,5,7,268,DUAO,242,Merluza comun,"444,500",,0.001,O,BN,PP
2015,5,7,268,DUAO,242,Merluza comun,"555,600",,0.001,B,BN,CHD
2015,5,7,268,DUAO,242,Merluza comun,"370,400",,0.001,B,BN,CHD
2015,5,7,268,DUAO,238,Lisa,"600,000",,0.001,B,BN,CHD
2015,5,7,268,DUAO,242,Merluza comun,"370,400",,0.001,O,BN,PP
2015,5,8,336,SAN VICENTE,425,Cholga,"330,000",,0.46,B,BN,CHD
2015,5,8,336,SAN VICENTE,820,Piure,"220,000",,0.28,B,BN,CHD
2015,5,8,336,SAN VICENTE,820,Piure,"250,000",,0.5,B,BN,CHD
2015,5,8,310,TOMﾄ,242,Merluza comun,"250,000",,0.8,B,BN,CHD
2015,5,8,310,TOMﾄ,282,Sierra,"1,000,000",,0.2,O,BN,PP
2015,5,8,310,TOMﾄ,435,Choro,"1,200,000",,0.08,O,BN,PP
2015,5,8,310,TOMﾄ,820,Piure,"600,000",,0.01,O,BN,PP
2015,5,8,308,COCHOLGUE,242,Merluza comun,"430,000",,0.2,B,BN,CHD
2015,5,8,308,COCHOLGUE,282,Sierra,"500,000",,0.15,B,BN,CHD
2015,5,8,308,COCHOLGUE,653,Jaiba peluda,"1,500,000",,0.05,B,BN,CHD
2015,5,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,1.5,B,BN,CHD
2015,5,8,350,LO ROJAS,260,Pejerrey de mar,"200,000",,2.1,O,BN,PP
2015,5,8,350,LO ROJAS,227,Congrio colorado,"3,100,000",,0.4,O,BN,PP
2015,5,8,350,LO ROJAS,229,Congrio negro,"1,800,000",,1,O,BN,PP
2015,5,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,0.6,O,BN,PP
2015,5,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,154,000",,9,O,BN,PP
2015,5,8,350,LO ROJAS,465,Navajuela,"690,000",,11,B,BN,CHD
2015,5,8,350,LO ROJAS,406,Almeja,"350,000",,0.1,B,BN,PP
2015,5,8,350,LO ROJAS,234,Jurel,"400,000",,2.7,B,BN,CHD
2015,5,8,350,LO ROJAS,407,Taquilla,"165,000",,1.2,B,BN,PP
2015,5,8,350,LO ROJAS,242,Merluza comun,"900,000",,5,B,BN,CHD
2015,5,8,350,LO ROJAS,230,Corvina,"2,900,000",,0.5,B,BN,CHD
2015,5,8,350,LO ROJAS,658,Jaiba reina,"980,000",,1.5,B,BN,CHD
2015,5,8,350,LO ROJAS,820,Piure,"400,000",,0.1,B,BN,CHD
2015,5,8,350,LO ROJAS,276,Sardina comun,"158,000",,12,B,BN,CHD
2015,5,8,350,LO ROJAS,205,Anchoveta,"158,000",,3,B,BN,CHD
2015,5,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.9,B,BN,CHD
2015,5,8,350,LO ROJAS,445,Jibia o calamar rojo,"140,000",,15,B,BN,CHD
2015,5,8,350,LO ROJAS,236,Lenguado,"4,500,000",,0.1,B,BN,CHD
2015,5,8,350,LO ROJAS,274,Reineta,"1,200,000",,2.1,B,BN,CHD
2015,5,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,1.2,B,BN,CHD
2015,5,8,350,LO ROJAS,260,Pejerrey de mar,"200,000",,1.5,B,BN,CHD
2015,5,8,350,LO ROJAS,227,Congrio colorado,"3,000,000",,1.3,B,BN,CHD
2015,5,8,350,LO ROJAS,229,Congrio negro,"1,800,000",,0.8,B,BN,CHD
2015,5,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,0.5,B,BN,CHD
2015,5,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,154,000",,5.5,B,BN,CHD
2015,5,8,350,LO ROJAS,465,Navajuela,"690,000",,6,B,BN,CHD
2015,5,8,350,LO ROJAS,406,Almeja,"350,000",,0.3,B,BN,CHD
2015,5,8,350,LO ROJAS,234,Jurel,"400,000",,1.9,L,BN,CHD
2015,5,8,350,LO ROJAS,407,Taquilla,"165,000",,0.7,B,BN,CHD
2015,5,8,350,LO ROJAS,242,Merluza comun,"900,000",,1.5,B,BN,CHD
2015,5,8,350,LO ROJAS,230,Corvina,"3,000,000",,0.2,B,BN,CHD
2015,5,8,350,LO ROJAS,282,Sierra,"300,000",,2.4,B,BN,CHD
2015,5,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.6,B,BN,O
2015,5,8,350,LO ROJAS,820,Piure,"450,000",,0.1,B,BN,O
2015,5,8,350,LO ROJAS,276,Sardina comun,"158,000",,10,B - L,BN,CHD - PP
2015,5,8,350,LO ROJAS,205,Anchoveta,"158,000",,6,B - L,BN,CHD - PP
2015,5,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.4,B,BN,CHD
2015,5,8,350,LO ROJAS,445,Jibia o calamar rojo,"140,000",,8,B,BN,CHD
2015,5,8,350,LO ROJAS,236,Lenguado,"4,500,000",,0.1,B - L,BN,CHD - PP
2015,5,8,350,LO ROJAS,274,Reineta,"1,200,000",,1.7,B,BN,CHD - PP
2015,5,8,336,LEBU,274,Reineta,"2,200,000",,12,B,BN,CHD - PP
2015,5,8,336,LEBU,445,Jibia o calamar rojo,"90,000",,83,B,BN,CHD
2015,5,8,336,LEBU,274,Reineta,"2,700,000",,57,B - L,BN,CHD - PP
2015,5,8,336,LEBU,445,Jibia o calamar rojo,"90,000",,44,B,BN,CHD - PP
2015,5,9,282,LEBU,282,Sierra,"300,000",,1,L,BN,CHD - PP
2015,5,9,282,LEBU,230,Corvina,"1,700,000",,1,B - L,BN,CHD
2015,5,9,282,LEBU,226,Cojinoba del norte,"1,000,000",,1,B,BN,CHD - PP
2015,5,9,282,LEBU,258,Pejegallo,"800,000",,1,B,BN,CHD
2015,5,9,282,LEBU,286,Tollo o Fume,"750,000",,1,L,BN,PP
2015,5,10,494,QUELL年,810,Erizo,"200,000",,2.2,L,BN,PP
2015,5,10,494,QUELL年,810,Erizo,"210,000",,2.5,B,BN,CHD - PP
2015,5,10,494,QUELL年,810,Erizo,"227,000",,0.033,L,BN,CHD - PP
2015,5,10,494,QUELL年,406,Almeja,"410,000",,13.7,B,BN,CHD
2015,5,10,494,QUELL年,616,Centolla,"1,000,000",,0.66,B - L,BN,CHD - PP
2015,5,10,494,QUELL年,654,Jaiba marmola,"450,000",,3.95,B - L,BN,CHD - PP
2015,5,10,494,QUELL年,810,Erizo,"260,000",,0.8,B - L,BN,CHD - PP
2015,5,10,494,QUELL年,425,Cholga,"113,000",,0.48,B,BN,CHD
