PRECIOS DE PRIMERA TRANSACCIîN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2017,,,,,,,,,,,,
,,,,,,,,,,,,
A„O,MES,REGIîN,C—digo Caleta,Nom_caleta,C—digo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2017,3,14,404,VALDIVIA,217,Bacalao de profundidad,"13,000,000",,4.2,L,BN,PP
2017,3,14,699,EL PIOJO,110,Cochayuyo,"500,000",30,6.79,B,BN,PP
2017,3,14,699,EL PIOJO,137,Luga negra o crespa,"500,000",30,6.04,B,BN,PP
2017,3,10,417,PICHIPELLUCO,244,Merluza del sur o austral,"1,000,000",,0.1,B,BN,CHD
2017,3,10,417,PICHIPELLUCO,228,Congrio dorado,"3,000,000",,0.35,B,BN,CHD
2017,3,10,429,ANAHUAC,217,Bacalao de profundidad,"13,000,000",,1.14,L,BN,PP
2017,3,10,429,ANAHUAC,425,Cholga,"200,000",,13,L,BN,CHD
2017,3,10,429,ANAHUAC,430,Chorito,"200,000",,0.53,L,BN,CHD
2017,3,10,429,ANAHUAC,217,Bacalao de profundidad,"13,000,000",,2.4,L,BN,PP
2017,3,10,456,ANCUD,217,Bacalao de profundidad,"12,000,000",,1.88,L,BN,PP
2017,3,10,494,QUELLON,406,Almeja,"320,000",,8.24,L,BN,CHD
2017,3,10,494,QUELLON,406,Almeja,"320,000",,11.4,L,BN,CHD
2017,3,10,494,QUELLON,654,Jaiba marmola,"250,000",,5.1,L,BN,PP
2017,3,10,494,QUELLON,810,Erizo,"410,000",,0.41,L,BN,CHD
2017,3,10,474,DALCAHUE,406,Almeja,"320,000",,1.2,L,BN,CHD
2017,3,10,494,QUELLON,217,Bacalao de profundidad,"13,000,000",,5.83,L,BN,PP
2017,3,10,494,QUELLîN,406,Almeja,"320,000",,7.4,L,BN,CHD
2017,3,10,494,DALCAHUE,406,Almeja,"320,000",,0.15,L,BN,CHD
2017,3,10,573,LA VEGA,406,Almeja,"500,000",,2.2,L,BN,CHD
2017,3,10,573,LA VEGA,440,Culengue,"300,000",,0.7,L,BN,PP
2017,3,10,573,LA VEGA,408,Tumbao,"200,000",,0.85,L,BN,PP
2017,3,10,573,LA VEGA,435,Choro,"250,000",,3,L,BN,CHD
2017,3,10,573,LA VEGA,435,Choro,"500,000",,0.45,L,BN,CHD
2017,3,10,494,QUELLîN,406,Almeja,"320,000",,7.12,L,BN,CHD
2017,3,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,3,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,3,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,654,Jaiba marmola,"700,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,136,Luga roja,"270,000",30,,L,,PP
2017,3,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,3,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,3,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP
2017,3,11,514,PUERTO AYSEN,136,Luga roja,"270,000",30,,L,,PP
2017,3,12,534,PUNTA ARENAS,475,Osti—n del sur,"787,000",,60.79,O,BN,PP
2017,3,12,534,PUNTA ARENAS,475,Osti—n del sur,"800,000",,5.1,O,BN,PP
2017,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,6.05,O,BN,PP
2017,3,12,534,PUNTA ARENAS,620,Centoll—n,"750,000",,6.73,O,BN,PP
2017,3,12,534,PUNTA ARENAS,810,Erizo,"605,000",,2.7,O,BN,PP
2017,3,12,534,PUNTA ARENAS,810,Erizo,"470,000",,12.9,O,BN,PP
2017,3,12,534,PUNTA ARENAS,810,Erizo,"560,000",,13.97,O,BN,PP
2017,3,12,534,PUNTA ARENAS,620,Centoll—n,"850,000",,10.14,O,BN,PP
2017,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"546,000",,1,O,BN,PP
2017,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,0.64,O,BN,PP
2017,3,12,536,PUERTO NATALES,475,Osti—n del sur,"450,000",,19,L,BN,PP
2017,3,12,536,PUERTO NATALES,228,Congrio dorado,"1,800,000",,2,L,BN,PP
2017,3,12,536,PUERTO NATALES,244,Merluza del sur o austral,"2,000,000",,0.2,B,BN,CHD
2017,3,12,536,PUERTO NATALES,270,Robalo,"1,500,000",,0.17,B,BN,CHD
2017,3,12,536,PUERTO NATALES,425,Cholga,"275,000",,3,B,BN,CHD
2017,3,12,536,PUERTO NATALES,810,Erizo,"550,000",,392,B,BN,PP
2017,3,12,536,PUERTO NATALES,244,Merluza del sur o austral,"1,500,000",,0.67,B,BN,PP
2017,3,12,536,PUERTO NATALES,270,Robalo,"1,500,000",,0.2,B,BN,PP
2017,3,12,536,PUERTO NATALES,455,Loco,"2,703,000",,1.49,L,BN,PP
2017,4,15,4,ARICA,271,Rococo,"2,000,000",,0.5,B,BN,CHD
2017,4,15,4,ARICA,820,Piure,"350,000",,0.15,B,BN,CHD
2017,4,15,4,ARICA,260,Pejerrey de mar,"1,500,000",,0.04,B,BN,CHD
2017,4,15,4,ARICA,214,Bonito,"2,500,000",,0.07,B,BN,CHD
2017,4,15,4,ARICA,451,Lapa negra,"2,000,000",,0.04,B,BN,CHD
2017,4,15,4,ARICA,238,Lisa,"3,000,000",,0.03,B,BN,CHD
2017,4,15,4,ARICA,238,Lisa,"2,000,000",,0.04,B,BN,CHD
2017,4,15,4,ARICA,810,Erizo,"800,000",,0.06,B,BN,CHD
2017,4,15,4,ARICA,280,Sargo,"3,000,000",,0.03,B,BN,CHD
2017,4,15,4,ARICA,234,Jurel,"2,500,000",,0.04,B,BN,CHD
2017,4,15,4,ARICA,211,Azulejo,"2,000,000",,0.05,B,BN,CHD
2017,4,15,4,ARICA,230,Corvina,"1,000,000",,0.09,B,BN,CHD
2017,4,15,4,ARICA,226,Cojinoba del norte,"2,000,000",,0.05,B,BN,CHD
2017,4,15,4,ARICA,291,Bilagay,"2,000,000",,0.04,B,BN,CHD
2017,4,1,8,RIQUELME,226,Cojinoba del norte,"2,800,000",,0.06,L,BN,CHD
2017,4,1,8,RIQUELME,230,Corvina,"3,700,000",,0.08,L,BN,CHD
2017,4,1,8,RIQUELME,810,Erizo,"125,000",,1.5,B,BN,CHD
2017,4,1,10,CAVANCHA,284,Tibur—n o marrajo,"2,000,000",,0.13,L,BN,CHD
2017,4,1,10,CAVANCHA,211,Azulejo,"800,000",,0.84,L,BN,CHD
2017,4,1,10,CAVANCHA,217,Bacalao de profundidad,"12,800,000",,1.16,L,BN,CHD
2017,4,1,10,CAVANCHA,485,Pulpo,"1,400,000",,0.12,B,BN,PP
2017,4,1,10,CAVANCHA,406,Almeja,"500,000",,0.49,B,BN,CHD
2017,4,1,10,CAVANCHA,425,Cholga,"150,000",,0.47,B,BN,CHD
2017,4,1,10,CAVANCHA,451,Lapa negra,"1,200,000",,0.25,B,BN,CHD
2017,4,1,10,CAVANCHA,653,Jaiba peluda,"1,000,000",,0.05,B,BN,CHD
2017,4,1,10,CAVANCHA,485,Pulpo,"1,500,000",,0.9,B,BN,CHD
2017,4,2,50,ANTOFAGASTA,142,Huiro palo,"200,000",30,,O,BN,PP
2017,4,2,50,ANTOFAGASTA,141,Chasc—n o huiro negro,"250,000",35,,O,BN,PP
2017,4,2,46,TOCOPILLA,485,Pulpo,"1,600,000",,1.24,O,BN,PP
2017,4,2,40,PUNTA ARENAS,142,Huiro palo,"250,000",30,2,O,BN,PP
2017,4,2,40,PUNTA ARENAS,141,Chasc—n o huiro negro,"380,000",35,5,O,BN,PP
2017,4,2,40,PUNTA ARENAS,145,Huiro,"250,000",35,8,O,BN,PP
2017,4,2,56,TALTAL,141,Chasc—n o huiro negro,"400,000",30,,O,BN,PP
2017,4,2,56,TALTAL,142,Huiro palo,"320,000",30,,O,BN,PP
2017,4,2,56,TALTAL,451,Lapa negra,"650,000",,,O,BN,PP
2017,4,2,56,TALTAL,262,Pejeperro,"4,500,000",,,B,BN,CHD
2017,4,2,56,TALTAL,207,Apa–ado,"4,000,000",,,B,BN,CHD
2017,4,2,56,TALTAL,227,Congrio colorado,"4,000,000",,,B,BN,CHD
2017,4,2,56,TALTAL,231,Dorado de altura,"2,500,000",,,B-L,BN,CHD
2017,4,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B-L,BN,CHD
2017,4,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,,B,BN,CHD
2017,4,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,,B,BN,CHD
2017,4,2,56,TALTAL,266,Albacora o pez espada,"4,000,000",,,O,BN,CHD
2017,4,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,,B,BN,CHD
2017,4,2,56,TALTAL,485,Pulpo,"1,500,000",,,O,BN,PP
2017,4,2,56,TALTAL,810,Erizo,"480,000",,,O,BN,CHD
2017,4,2,56,TALTAL,141,Chasc—n o huiro negro,"400,000",30,,O,BN,PP
2017,4,2,56,TALTAL,142,Huiro palo,"320,000",30,,O,BN,PP
2017,4,2,56,TALTAL,451,Lapa negra,"650,000",,,B - O,BN,PP
2017,4,2,56,TALTAL,262,Pejeperro,"4,500,000",,,B,BN,CHD
2017,4,2,50,ANTOFAGASTA,141,Chasc—n o huiro negro,"340,000",30,,O,BN,PP
2017,4,2,50,ANTOFAGASTA,142,Huiro palo,"330,000",30,,O,BN,PP
2017,4,2,46,TOCOPêLLA,485,Pulpo,"1,600,000",,1.24,O,BN,PP
2017,4,2,46,TOCOPêLLA,142,Huiro palo,"250,000",30,2,O,BN,PP
2017,4,2,46,TOCOPêLLA,141,Chasc—n o huiro negro,"380,000",30,5,O,BN,PP
2017,4,2,46,TOCOPêLLA,145,Huiro,"250,000",35,8,O,BN,PP
2017,4,3,76,CALDERA,207,Apa–ado,"2,000,000",,0.12,B,BN,CHD
2017,4,3,76,CALDERA,211,Azulejo,"1,000,000",,0.5,B-L,BN,CHD
2017,4,3,76,CALDERA,217,Bacalao de profundidad,"12,800,000",,12.35,L,BN,PP
2017,4,3,76,CALDERA,218,Caballa,"2,150,000",,3.49,L,BN,PP
2017,4,3,76,CALDERA,221,Cabrilla comœn,"2,000,000",,0.37,B,BN,CHD
2017,4,3,76,CALDERA,226,Cojinoba del norte,"2,000,000",,0.01,B,BN,CHD
2017,4,3,76,CALDERA,227,Congrio colorado,"2,500,000",,0.92,B,BN,CHD
2017,4,3,76,CALDERA,230,Corvina,"2,500,000",,0.03,B,BN,CHD
2017,4,3,76,CALDERA,231,Dorado de altura,"1,500,000",,7.81,B,BN,CHD
2017,4,3,76,CALDERA,234,Jurel,"2,150,000",,5.04,L,BN,PP
2017,4,3,76,CALDERA,236,Lenguado de ojos chicos,"3,500,000",,0.15,B,BN,CHD
2017,4,3,76,CALDERA,252,Vieja o mulata,"2,500,000",,0.05,B,BN,CHD
2017,4,3,76,CALDERA,262,Pejeperro,"2,500,000",,0.04,B,BN,CHD
2017,4,3,76,CALDERA,266,Albacora o pez espada,"2,400,000",,27.66,L,BN,PP
2017,4,3,76,CALDERA,141,Chasc—n o huiro negro,"380,000",30,41.97,O,BN,PP
2017,4,3,76,CALDERA,141,Chasc—n o huiro negro,"325,000",80,48,B,BN,PP
2017,4,3,76,CALDERA,145,Huiro,"100,000",80,5.6,B,BN,PP
2017,4,3,78,HUASCO,266,Albacora o pez espada,"2,000,000",,0.12,B,BN,CHD
2017,4,3,78,HUASCO,406,Almeja,"1,000,000",,0.54,B,BN,CHD
2017,4,3,78,HUASCO,207,Apa–ado,"1,200,000",,0.05,B,BN,CHD
2017,4,3,78,HUASCO,451,Lapa negra,"1,000,000",,0.49,B,BN,CHD
2017,4,3,78,HUASCO,652,Jaiba mora,"300,000",,1.21,B,BN,CHD
2017,4,3,78,HUASCO,142,Huiro palo,"120,000",30,0.44,B,BN,CHD
2017,4,3,78,HUASCO,234,Jurel,"1,000,000",,0.59,B,BN,CHD
2017,4,3,78,HUASCO,227,Congrio colorado,"2,000,000",,0.55,B,BN,CHD
2017,4,3,78,HUASCO,282,Sierra,"1,100,000",,0.16,B,BN,CHD
2017,4,3,78,HUASCO,218,Caballa,"1,400,000",,0.01,B,BN,CHD
2017,4,3,78,HUASCO,221,Cabrilla comœn,"1,200,000",,0.07,B,BN,CHD
2017,4,3,78,HUASCO,204,Breca o Vilagay,"500,000",,0.05,B,BN,CHD
2017,4,3,78,HUASCO,236,Lenguado de ojos chicos,"3,000,000",,,B,BN,CHD
2017,4,3,78,HUASCO,412,Caracol tegula,"250,000",,0.32,B,BN,CHD
2017,4,3,78,HUASCO,226,Cojinoba del norte,"1,700,000",,0.28,B,BN,CHD
2017,4,3,78,HUASCO,230,Corvina,"2,500,000",,0.08,B,BN,CHD
2017,4,3,78,HUASCO,231,Dorado de altura,"1,200,000",,7.34,B,BN,CHD
2017,4,3,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.13,B,BN,CHD
2017,4,3,78,HUASCO,141,Chasc—n o huiro negro,"340,000",30,273,O,BN,PP
2017,4,3,78,HUASCO,142,Huiro palo,"120,000",30,19,O,BN,PP
2017,4,3,78,HUASCO,145,Huiro,"80,000",30,,O,BN,PP
2017,4,3,78,HUASCO,242,Merluza comœn,"1,100,000",,0.6,B,BN,CHD
2017,4,3,74,CHA„ARAL,266,Albacora o pez espada,"3,000,000",,0.46,L,BN,CHD
2017,4,3,74,CHA„ARAL,207,Apa–ado,"3,000,000",,0.02,B,BN,CHD
2017,4,3,74,CHA„ARAL,214,Bonito,"2,000,000",,0.13,B,BN,CHD
2017,4,3,74,CHA„ARAL,218,Caballa,"2,000,000",,0.1,B,BN,CHD
2017,4,3,74,CHA„ARAL,220,Cabrilla,"2,000,000",,0.82,B,BN,CHD
2017,4,3,74,CHA„ARAL,226,Cojinoba del norte,"3,000,000",,0.59,L,BN,CHD
2017,4,3,74,CHA„ARAL,227,Congrio colorado,"4,500,000",,0.94,L,BN,CHD
2017,4,3,74,CHA„ARAL,229,Congrio negro,"3,000,000",,0.04,L,BN,CHD
2017,4,3,74,CHA„ARAL,230,Corvina,"3,500,000",,0.15,L,BN,CHD
2017,4,3,74,CHA„ARAL,231,Dorado de altura,"2,500,000",,7.67,L,BN,CHD
2017,4,3,74,CHA„ARAL,652,Jaiba mora,"1,000,000",,0.02,L,BN,CHD
2017,4,3,74,CHA„ARAL,234,Jurel,"2,000,000",,0.18,L,BN,CHD
2017,4,3,74,CHA„ARAL,451,Lapa negra,"800,000",,0.59,B,BN,CHD
2017,4,3,74,CHA„ARAL,236,Lenguado de ojos chicos,"4,500,000",,0.1,B,BN,CHD
2017,4,3,74,CHA„ARAL,485,Pulpo,"2,900,000",,1.28,B,BN,CHD
2017,4,3,74,CHA„ARAL,284,Tibur—n o marrajo,"2,000,000",,0.03,B,BN,CHD
2017,4,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"275,000",,,B,BN,CHD
2017,4,5,230,SAN ANTONIO,651,Jaiba lim—n,"900,000",,,B,BN,CHD
2017,4,5,230,SAN ANTONIO,289,Vidriola,"1,600,000",,,B,BN,CHD
2017,4,5,230,SAN ANTONIO,227,Congrio colorado,"5,000,000",,,B,BN,CHD
2017,4,5,230,SAN ANTONIO,217,Bacalao de profundidad,"12,800,000",,,L,BN,PP
2017,4,5,230,SAN ANTONIO,242,Merluza comœn,"1,150,000",,,B,BN,CHD
2017,4,7,268,DUAO,274,Reineta,"750,000",,,B,BN,CHD
2017,4,7,268,DUAO,258,Pejegallo,"1,000,000",,,B,BN,CHD
2017,4,7,268,DUAO,242,Merluza comœn,"296,300",,0.01,B,BN,CHD
2017,4,7,268,DUAO,242,Merluza comœn,"740,700",,0.01,B,BN,CHD
2017,4,7,268,DUAO,242,Merluza comœn,"1,037,000",,0.01,B,BN,CHD
2017,4,7,268,DUAO,274,Reineta,"1,300,000",,0.01,B,BN,CHD
2017,4,7,268,DUAO,242,Merluza comœn,"1,370,300",,0.01,B,BN,CHD
2017,4,7,268,DUAO,242,Merluza comœn,"629,600",,0.01,B,BN,CHD
2017,4,7,268,DUAO,242,Merluza comœn,"555,500",,0.01,B,BN,CHD
2017,4,7,268,DUAO,258,Pejegallo,"1,000,000",,0.01,B,BN,CHD
2017,4,7,266,LLICO,274,Reineta,"1,200,000",,0.01,B,BN,CHD
2017,4,7,266,LLICO,242,Merluza comœn,"1,296,300",,0.01,B,BN,CHD
2017,4,7,282,LOANCO,242,Merluza comœn,"2,970,000",,2.97,B,BN,CHD
2017,4,8,336,SAN VICENTE,644,Picoroco,"400,000",,,B,BN,CHD
2017,4,8,336,SAN VICENTE,644,Picoroco,"400,000",,,B,BN,CHD
2017,4,8,336,SAN VICENTE,820,Piure,"250,000",,0.25,B,BN,CHD
2017,4,8,336,SAN VICENTE,445,Jibia o calamar rojo,"250,000",,,B - L,BN,PP
2017,4,8,306,COLIUMO,425,Cholga,"700,000",,0.3,B,BN,CHD
2017,4,8,306,COLIUMO,282,Sierra,"600,000",,0.5,B,BN,CHD
2017,4,8,306,COLIUMO,445,Jibia o calamar rojo,"200,000",,10.5,L,BN,PP
2017,4,8,306,COLIUMO,653,Jaiba peluda,"1,000,000",,0.03,B,BN,CHD
2017,4,8,306,COLIUMO,820,Piure,"200,000",,0.03,O,BN,CHD
2017,4,8,306,COLIUMO,266,Albacora o pez espada,"2,500,000",,11.85,L,BN,PP
2017,4,8,336,SAN VICENTE,820,Piure,"250,000",,0.3,B,BN,CHD
2017,4,8,306,COLIUMO,653,Jaiba peluda,"1,000,000",,0.04,O,BN,CHD
2017,4,8,350,LO ROJAS,242,Merluza comœn,"1,300,000",,8,L,BN,CHD - PP
2017,4,8,350,LO ROJAS,242,Merluza comœn,"1,300,000",,4,L,BN,CHD-PP
2017,4,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,0.2,B - L,BN,CHD-PP
2017,4,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,070,000",,4,B,BN,CHD-PP
2017,4,8,350,LO ROJAS,465,Navajuela,"536,000",,18,B,BN,CHD-PP
2017,4,8,350,LO ROJAS,234,Jurel,"820,000",,6,B - L,BN,CHD-PP
2017,4,8,350,LO ROJAS,407,Juliana o tawera,"140,000",,2,B,BN,CHD-PP
2017,4,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.1,B,BN,CHD - PP
2017,4,8,350,LO ROJAS,276,Sardina comœn,"119,000",,41,L,BN,PP
2017,4,8,350,LO ROJAS,205,Anchoveta,"119,000",,8,L,BN,PP
2017,4,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.3,B,BN,CHD - PP
2017,4,8,350,LO ROJAS,445,Jibia o calamar rojo,"298,000",,14,L,BN,CHD - PP
2017,4,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,0.1,B - L,BN,CHD-PP
2017,4,8,350,LO ROJAS,270,Robalo,"750,000",,0.1,B,BN,CHD
2017,4,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,070,000",,4,B,BN,CHD
2017,4,8,350,LO ROJAS,465,Navajuela,"536,000",,21,B,BN,CHD
2017,4,8,350,LO ROJAS,234,Jurel,"820,000",,7,B - L,BN,CHD - PP
2017,4,8,350,LO ROJAS,407,Juliana o tawera,"140,000",,2,B,BN,CHD - PP
2017,4,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.1,B,BN,CHD - PP
2017,4,8,350,LO ROJAS,276,Sardina comœn,"119,000",,38,L,BN,PP
2017,4,8,350,LO ROJAS,205,Anchoveta,"119,000",,7,L,BN,PP
2017,4,8,350,LO ROJAS,445,Jibia o calamar rojo,"298,000",,12,L,BN,CHD - PP
2017,4,8,374,LEBU,274,Reineta,"2,100,000",,19,B - L,BN,CHD
2017,4,8,374,LEBU,445,Jibia o calamar rojo,"250,000",,22,B - L,BN,PP
2017,4,8,374,LEBU,445,Jibia o calamar rojo,"250,000",,852,B - L,BN,PP
2017,4,8,374,LEBU,266,Albacora o pez espada,"3,000,000",,10,L,BN,PP
2017,4,8,374,LEBU,274,Reineta,"2,200,000",,10,L,BN,CHD
2017,4,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,BN,CHD
2017,4,9,388,QUEULE,230,Corvina,"2,000,000",,,L,,CHD
2017,4,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,BN,CHD
2017,4,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2017,4,9,388,QUEULE,274,Reineta,"2,200,000",,,L,,CHD
2017,4,9,388,QUEULE,286,Tollo,"800,000",,,L,,CHD
2017,4,9,388,QUEULE,230,Corvina,"2,000,000",,,L,,CHD
2017,4,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,BN,CHD
2017,4,9,388,QUEULE,258,Pejegallo,"809,000",,1,L,,CHD
2017,4,9,388,QUEULE,274,Reineta,"2,300,000",,,L,,CHD
2017,4,9,388,QUEULE,286,Tollo,"800,000",,,L,,CHD
2017,4,14,699,EL PIOJO,820,Piure,"330,000",,0.12,B,BN,CHD
2017,4,14,412,NIEBLA,216,Brotula,"1,300,000",,2.95,L,BN,PP
2017,4,14,412,NIEBLA,290,Besugo,"1,200,000",,0.81,L,BN,PP
2017,4,14,412,NIEBLA,260,Pejerrey de mar,"700,000",,0.1,L,BN,PP
2017,4,14,412,NIEBLA,230,Corvina,"2,900,000",,0.71,L,BN,PP
2017,4,14,412,NIEBLA,238,Lisa,"2,000,000",,0.1,L,BN,PP
2017,4,14,412,NIEBLA,258,Pejegallo,"850,000",,0.23,L,BN,PP
2017,4,14,412,NIEBLA,616,Centolla,"2,700,000",,0.95,L,BN,PP
2017,4,14,699,EL PêOJO,455,Loco,"1,800,000",,4.52,B,AM,PP
2017,4,14,408,MEHUIN,110,Cochayuyo,"500,000",30,1.43,O,AM,PP
2017,4,10,494,QUELLON,406,Almeja,"330,000",,6.53,L,BN,CHD
2017,4,10,494,QUELLîN,406,Almeja,"400,000",,10.71,L,BN,CHD
2017,4,10,494,QUELLîN,406,Almeja,"400,000",,2.29,L,BN,CHD
2017,4,10,494,QUELLîN,406,Almeja,"400,000",,1.79,L,BN,CHD
2017,4,10,474,DALCAHUE,465,Navajuela,"500,000",,0.88,L,BN,PP
2017,4,10,474,DALCAHUE,435,Choro,"350,000",,0.75,L,BN,CHD
2017,4,10,474,DALCAHUE,810,Erizo,"280,000",,2.3,L,BN,PP
2017,4,10,474,DALCAHUE,425,Cholga,"100,000",,7.24,L,BN,CHD
2017,4,10,474,DALCAHUE,486,Pulpo del sur ,"1,700,000",,0.9,L,BN,PP
2017,4,10,474,DALCAHUE,616,Centolla,"2,800,000",,0.08,L,BN,PP
2017,4,10,474,DALCAHUE,444,Huepo o navaja de mar,"850,000",,2.04,L,BN,PP
2017,4,10,474,DALCAHUE,405,Taquilla,"170,000",,5.18,L,BN,PP
2017,4,10,474,DALCAHUE,137,Luga negra o crespa,"500,000",30,23.3,L,BN,PP
2017,4,10,474,DALCAHUE,145,Huiro,"80,000",30,18.02,L,BN,PP
2017,4,10,474,DALCAHUE,274,Reineta,"1,300,000",,6.95,L,BN,CHD
2017,4,10,474,DALCAHUE,228,Congrio dorado,"1,100,000",,0.02,L,BN,PP
2017,4,10,474,DALCAHUE,136,Luga roja,"370,000",30,20.48,L,BN,CHD
2017,4,10,474,DALCAHUE,654,Jaiba marmola,"250,000",,0.82,L,BN,PP
2017,4,10,474,DALCAHUE,244,Merluza del sur o austral,"1,200,000",,0.17,L,BN,PP
2017,4,10,474,DALCAHUE,430,Chorito,"350,000",,0.6,L,BN,CHD
2017,4,10,474,DALCAHUE,270,Robalo,"400,000",,0.05,L,BN,CHD
2017,4,10,494,QUELLîN,406,Almeja,"330,000",,4.08,L,,CHD
2017,4,10,494,QUELLON,406,Almeja,"350,000",,1.99,L,BN,CHD
2017,4,10,494,QUELLON,406,Almeja,"350,000",,1,B,BN,CHD
2017,4,10,573,LA VEGA,435,Choro,"500,000",,2.5,L,BN,CHD
2017,4,10,573,LA VEGA,810,Erizo,"320,000",,5,L,BN,PP
2017,4,10,573,LA VEGA,810,Erizo,"320,000",,4.11,L,BN,PP
2017,4,10,573,LA VEGA,406,Almeja,"350,000",,4,L,BN,CHD
2017,4,10,573,LA VEGA,282,Sierra,"500,000",,2.5,L,BN,CHD
2017,4,10,573,LA VEGA,406,Almeja,"350,000",,1.72,L,BN,CHD
2017,4,10,573,LA VEGA,406,Almeja,"350,000",,1.52,L,BN,CHD
2017,4,10,573,LA VEGA,230,Corvina,"1,500,000",,2.21,L,BN,CHD
2017,4,10,573,LA VEGA,810,Erizo,"320,114",,5.64,L,BN,PP
2017,4,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,4,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,4,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,136,Luga roja,"270,000",30,,L,,PP
2017,4,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,4,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,4,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP
2017,4,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP
