PRECIOS DE PRIMERA TRANSACCIîN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2017,,,,,,,,,,,,
,,,,,,,,,,,,
A„O,MES,REGIîN,C—digo Caleta,Nom_caleta,C—digo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2017,6,3,76,CALDERA,141,Chasc—n o huiro negro,"380,000",30,30.3,O,BN,PP
2017,6,3,78,HUASCO,266,Albacora o pez espada,"2,000,000",,,,,
2017,6,3,78,HUASCO,406,Almeja,"1,000,000",,0.02,B,BN,CHD
2017,6,3,78,HUASCO,207,Apa–ado,"1,200,000",,,,,
2017,6,3,78,HUASCO,451,Lapa negra,"100,000",,0.05,B,BN,CHD
2017,6,3,78,HUASCO,652,Jaiba mora,"850,000",,0.09,B,BN,CHD
2017,6,3,78,HUASCO,227,Congrio colorado,"2,000,000",,0.56,B,BN,CHD
2017,6,3,78,HUASCO,141,Chasc—n o huiro negro,"340,000",30,68,O,BN,PP
2017,6,3,78,HUASCO,142,Huiro palo,"120,000",20,14,O,BN,PP
2017,6,3,78,HUASCO,145,Huiro,"80,000",30,,O,BN,PP
2017,6,3,74,CHA„ARAL,258,Pejegallo,"2,000,000",,0.13,B,BN,CHD
2017,6,3,74,CHA„ARAL,220,Cabrilla,"2,000,000",,0.04,B,BN,CHD
2017,6,3,74,CHA„ARAL,226,Cojinoba del norte,"4,000,000",,0.18,B,BN,CHD
2017,6,3,74,CHA„ARAL,227,Congrio colorado,"4,000,000",,0.51,B,BN,CHD
2017,6,3,74,CHA„ARAL,228,Congrio dorado,"3,500,000",,0.03,B,BN,CHD
2017,6,3,74,CHA„ARAL,451,Lapa negra,"800,000",,0.8,B,BN,CHD
2017,6,3,74,CHA„ARAL,236,Lenguado de ojos chicos,"4,500,000",,0.22,B,BN,CHD
2017,6,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"425,000",,,B,BN,CHD
2017,6,5,230,SAN ANTONIO,651,Jaiba lim—n,"900,000",,,B,BN,CHD
2017,6,5,230,SAN ANTONIO,266,Albacora o pez espada,"2,400,000",,,L,BN,PP
2017,6,5,230,SAN ANTONIO,208,Atœn aleta amarilla,"800,000",,,L,BN,CHD
2017,6,5,230,SAN ANTONIO,284,Tibur—n o marrajo,"1,000,000",,,L,BN,CHD
2017,6,7,268,DUAO,651,Jaiba lim—n,"1,000,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,258,Pejegallo,"1,000,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,236,Lenguado de ojos chicos,"3,000,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,258,Pejegallo,"1,000,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,286,Tollo,"900,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,230,Corvina,"3,000,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,286,Tollo,"900,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,230,Corvina,"3,000,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,286,Tollo,"900,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,230,Corvina,"3,000,000",,0.01,B,BN,CHD
2017,6,7,268,DUAO,258,Pejegallo,"1,000,000",,0.01,B,BN,CHD
2017,6,8,336,SAN VICENTE,820,Piure,"220,000",,0.45,B,BN,CHD
2017,6,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.65,B,BN,CHD
2017,6,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.6,B,BN,CHD
2017,6,8,308,COCHOLGUE,435,Choro,"100,000",,0.15,B,BN,CHD
2017,6,8,308,COCHOLGUE,820,Piure,"200,000",,0.1,B,BN,CHD
2017,6,8,308,COCHOLGUE,282,Sierra,"500,000",,0.18,B,BN,CHD
2017,6,8,308,COCHOLGUE,242,Merluza comœn,"535,000",,0.06,B,BN,CHD
2017,6,8,308,COCHOLGUE,282,Sierra,"500,000",,0.18,B,BN,CHD
2017,6,8,310,TOME,465,Navajuela,"700,000",,0.1,B,BN,CHD
2017,6,8,310,TOME,282,Sierra,"450,000",,0.3,B,BN,CHD
2017,6,8,350,LO ROJAS,242,Merluza comœn,"1,300,000",,2,L,BN,CHD - PP
2017,6,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,070,000",,2,B,BN,CHD - PP
2017,6,8,350,LO ROJAS,465,Navajuela,"536,000",,12,B,BN,CHD - PP
2017,6,8,350,LO ROJAS,234,Jurel,"840,000",,3,B - L,BN,CHD - PP
2017,6,8,350,LO ROJAS,242,Merluza comœn,"1,300,000",,1,L,BN,CHD - PP
2017,6,8,350,LO ROJAS,276,Sardina comœn,"119,000",,33,L,BN,PP
2017,6,8,350,LO ROJAS,205,Anchoveta,"119,000",,4,L,BN,PP
2017,6,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.1,B,BN,CHD - PP
2017,6,8,350,LO ROJAS,445,Jibia o calamar rojo,"298,000",,32,L,BN,CHD - PP
2017,6,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,070,000",,3,B,BN,CHD - PP
2017,6,8,350,LO ROJAS,465,Navajuela,"536,000",,5,B,BN,CHD - PP
2017,6,8,350,LO ROJAS,234,Jurel,"840,000",,1,B-L,BN,CHD - PP
2017,6,8,350,LO ROJAS,276,Sardina comœn,"119,000",,15,L,BN,PP
2017,6,8,350,LO ROJAS,205,Anchoveta,"119,000",,6,L,BN,PP
2017,6,8,350,LO ROJAS,445,Jibia o calamar rojo,"298,000",,44,L,BN,CHD - PP
2017,6,8,336,LEBU,274,Reineta,"2,500,000",,8,B - L,BN,CHD
2017,6,8,336,LEBU,445,Jibia o calamar rojo,"250,000",,452,B - L,BN,PP
2017,6,8,336,LEBU,266,Albacora o pez espada,"1,800,000",,40,L,BN,PP
2017,6,8,336,LEBU,266,Albacora o pez espada,"1,800,000",,8,L,BN,PP
2017,6,9,388,QUEULE,230,Corvina,"2,500,000",,1,L,,CHD
2017,6,9,388,QUEULE,274,Reineta,"2,500,000",,1,L,,CHD
2017,6,9,388,QUEULE,230,Corvina,"2,500,000",,1,L,,CHD
2017,6,9,388,QUEULE,274,Reineta,"2,500,000",,1,L,,CHD
2017,6,14,412,NIEBLA,216,Brotula,"1,150,000",,4.83,L,BN,PP
2017,6,14,412,NIEBLA,282,Sierra,"600,000",,2.2,L,BN,CHD
2017,6,14,412,NIEBLA,445,Jibia o calamar rojo,"370,000",,2.74,L,BN,PP
2017,6,10,420,ANGELMO,425,Cholga,"280,000",,1.35,L,BN,CHD
2017,6,10,420,ANGELMO,435,Choro,"280,000",,0.4,L,BN,CHD
2017,6,10,474,DALCAHUE,435,Choro,"350,000",,1.5,L,BN,CHD
2017,6,10,474,DALCAHUE,810,Erizo,"400,000",,2.43,L,BN,PP
2017,6,10,474,DALCAHUE,228,Congrio dorado,"1,100,000",,0.03,L,BN,PP
2017,6,10,474,DALCAHUE,270,Robalo,"400,000",,0.02,L,BN,CHD
2017,6,10,474,DALCAHUE,282,Sierra,"1,600,000",,0.01,L,BN,CHD
2017,6,10,474,DALCAHUE,465,Navajuela,"500,000",,1.5,L,BN,CHD
2017,6,10,474,DALCAHUE,137,Luga negra o crespa,"500,000",20,18.6,L,BN,CHD
2017,6,10,474,DALCAHUE,145,Huiro,"80,000",20,14.91,L,BN,PP
2017,6,10,474,DALCAHUE,274,Reineta,"3,500,000",,1.39,L,BN,CHD
2017,6,10,474,DALCAHUE,616,Centolla,"2,800,000",,0.13,L,BN,PP
2017,6,10,474,DALCAHUE,440,Culengue,"390,000",,0.12,L,BN,CHD
2017,6,10,474,DALCAHUE,405,Taquilla,"170,000",,8.22,L,BN,PP
2017,6,10,474,DALCAHUE,430,Chorito,"100,000",,0.02,L,BN,CHD
2017,6,10,474,DALCAHUE,425,Cholga,"100,000",,2.1,L,BN,CHD
2017,6,10,474,DALCAHUE,486,Pulpo del sur ,"1,100,000",,0.5,L,BN,PP
2017,6,10,474,DALCAHUE,408,Tumbao,"170,000",,0.9,L,BN,CHD
2017,6,10,474,DALCAHUE,130,Pelillo,"90,000",50,8,L,BN,PP
2017,6,10,494,QUELLîN,810,Erizo,"320,000",,5.49,L,BN,PP
2017,6,10,494,QUELLîN,810,Erizo,"320,000",,5.49,L,BN,PP
2017,6,10,420,ANGELMO,406,Almeja,"600,000",,0.12,L,BN,CHD
2017,6,10,494,QUELLîN,406,Almeja,"350,000",,17.68,L,BN,CHD
2017,6,10,494,QUELLîN,435,Choro,"300,000",,0.63,L,BN,CHD
2017,6,10,494,QUELLîN,430,Chorito,"100,000",,1.17,L,BN,CHD
2017,6,10,573,LA VEGA,406,Almeja,"600,000",,2,L,BN,CHD
2017,6,10,494,QUELLîN,406,Almeja,"350,000",,7.12,L,BN,CHD
2017,6,10,494,QUELLîN,810,Erizo,"320,000",,8.42,L,BN,PP
2017,6,10,573,LA VEGA,486,Pulpo del sur ,"900,000",,0.6,L,BN,CHD
2017,6,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,6,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,6,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,136,Luga roja,"270,000",20,,L,,PP
2017,6,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,6,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,6,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP
2017,6,11,514,PUERTO AYSEN,136,Luga roja,"270,000",20,,L,,PP
2017,6,12,534,PUNTA ARENAS,810,Erizo,"694,000",,12.79,O,BN,PP
2017,6,12,534,PUNTA ARENAS,810,Erizo,"300,000",,7.48,O,BN,PP
2017,6,12,534,PUNTA ARENAS,620,Centoll—n,"85,000",,8.1,O,BN,PP
2017,6,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,4.48,O,BN,PP
2017,6,12,534,PUNTA ARENAS,810,Erizo,"641,000",,11.29,O,BN,PP
2017,6,12,534,PUNTA ARENAS,810,Erizo,"350,000",,3.88,O,BN,PP
2017,6,12,534,PUNTA ARENAS,620,Centoll—n,"750,000",,5.63,O,BN,PP
2017,6,12,536,PUERTO NATALES ,810,Erizo,"550,000",,10.57,L,BN,PP
2017,6,12,536,PUERTO NATALES ,810,Erizo,"550,000",,15.7,L,BN,PP
2017,7,15,4,ARICA,214,Bonito,"1,500,000",,0.09,B,BN,CHD
2017,7,15,4,ARICA,266,Albacora o pez espada,"4,000,000",,0.3,B,BN,CHD
2017,7,15,4,ARICA,284,Tibur—n o marrajo,"3,000,000",,0.2,B,BN,CHD
2017,7,15,4,ARICA,272,Roncacho,"1,000,000",,0.04,B,BN,CHD
2017,7,15,4,ARICA,238,Lisa,"1,500,000",,0.04,B,BN,CHD
2017,7,15,4,ARICA,266,Albacora o pez espada,"4,000,000",,0.2,B,BN,CHD
2017,7,15,4,ARICA,280,Sargo,"2,000,000",,0.03,B,BN,CHD
2017,7,15,4,ARICA,406,Almeja,"800,000",,0.07,B,BN,CHD
2017,7,1,8,RIQUELME,266,Albacora o pez espada,"3,000,000",,3.94,L,BN,CHD
2017,7,1,8,RIQUELME,264,Pejezorro,"2,000,000",,0.54,L,BN,CHD
2017,7,1,8,RIQUELME,342,Pez sol,"1,000,000",,0.18,L,BN,CHD
2017,7,1,8,RIQUELME,211,Azulejo,"1,000,000",,0.06,L,BN,CHD
2017,7,1,8,RIQUELME,201,Marlin,"1,800,000",,0.42,L,BN,CHD
2017,7,1,8,RIQUELME,286,Tollo,"1,500,000",,0.02,L,BN,CHD
2017,7,1,8,RIQUELME,230,Corvina,"4,000,000",,0.06,B,BN,CHD
2017,7,1,8,RIQUELME,226,Cojinoba del norte,"2,000,000",,0.03,B,BN,CHD
2017,7,1,8,RIQUELME,214,Bonito,"1,000,000",,0.4,L,BN,CHD
2017,7,1,8,RIQUELME,810,Erizo,"300,000",,3,B,BN,PP
2017,7,1,8,RIQUELME,435,Choro,"200,000",,3,B,BN,PP
2017,7,1,8,RIQUELME,214,Bonito,"1,000,000",,0.07,B,BN,CHD
2017,7,1,8,RIQUELME,231,Dorado de altura,"2,000,000",,0.08,B,BN,CHD
2017,7,1,8,RIQUELME,227,Congrio colorado,"3,000,000",,0.12,B,BN,CHD
2017,7,2,60,MEJILLONES,141,Chasc—n o huiro negro,"200,000",30,,O,BN,PP
2017,7,2,60,MEJILLONES,142,Huiro palo,"200,000",30,,O,BN,PP
2017,7,2,56,TALTAL,141,Chasc—n o huiro negro,"410,000",30,1,O,BN,PP
2017,7,2,56,TALTAL,142,Huiro palo,"320,000",30,1,O,BN,PP
2017,7,2,56,TALTAL,451,Lapa negra,"550,000",,1,O,BN,PP
2017,7,2,56,TALTAL,262,Pejeperro,"4,500,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,207,Apa–ado,"4,000,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,227,Congrio colorado,"4,000,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,231,Dorado de altura,"2,500,000",,1,B - L,BN,CHD
2017,7,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B - L,BN,CHD
2017,7,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,1,,BN,CHD
2017,7,2,56,TALTAL,266,Albacora o pez espada,"1,800,000",,1,O,BN,CHD
2017,7,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,141,Chasc—n o huiro negro,"430,000",30,1,O,BN,PP
2017,7,2,56,TALTAL,142,Huiro palo,"320,000",,1,,BN,PP
2017,7,2,56,TALTAL,451,Lapa negra,"600,000",,1,B - O,BN,PP
2017,7,2,56,TALTAL,262,Pejeperro,"4,500,000",,1,B - O,BN,CHD
2017,7,2,56,TALTAL,207,Apa–ado,"4,000,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,227,Congrio colorado,"4,000,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,231,Dorado de altura,"2,500,000",,1,B - L,BN,CHD
2017,7,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B - L,BN,CHD
2017,7,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,1,,BN,CHD
2017,7,2,56,TALTAL,266,Albacora o pez espada,"1,800,000",,1,O,BN,CHD
2017,7,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,1,B,BN,CHD
2017,7,2,56,TALTAL,810,Erizo,"480,000",,1,O,BN,CHD
2017,7,2,44,COBIJA,141,Chasc—n o huiro negro,"400,000",30,7.7,O,BN,PP
2017,7,2,44,COBIJA,142,Huiro palo,"250,000",30,5.2,O,BN,PP
2017,7,2,38,HUACHAN,810,Erizo,"200,000",,3,B,BN,PP
2017,7,2,46,TOCOPILLA,451,Lapa negra,"1,000,000",,1.47,O,BN,PP
2017,7,2,10,ANTOFAGASTA,141,Chasc—n o huiro negro,"200,000",30,1.47,O,BN,PP
2017,7,2,10,ANTOFAGASTA,142,Huiro palo,"200,000",,1.47,O,BN,PP
2017,7,3,76,CALDERA,205,Anchoveta,"140,000",,0.6,L,BN,PP
2017,7,3,76,CALDERA,218,Caballa,"2,150,000",,6.15,L,BN,PP
2017,7,3,76,CALDERA,221,Cabrilla comœn,"2,000,000",,0.13,B - L,BN,CHD
2017,7,3,76,CALDERA,227,Congrio colorado,"2,500,000",,2.67,L,BN,CHD
2017,7,3,76,CALDERA,226,Cojinoba del norte,"2,500,000",,0.83,B - L,BN,CHD
2017,7,3,76,CALDERA,234,Jurel,"2,150,000",,2.63,L,BN,PP
2017,7,3,76,CALDERA,266,Albacora o pez espada,"2,000,000",,135.9,L,BN,PP
2017,7,3,76,CALDERA,213,Blanquillo,"2,000,000",,0.03,B,BN,CHD
2017,7,3,76,CALDERA,230,Corvina,"2,000,000",,0.07,B,BN,CHD
2017,7,3,76,CALDERA,141,Chasc—n o huiro negro,"380,000",30,3.48,O,BN,PP
2017,7,3,76,CALDERA,142,Huiro palo,"350,000",30,0.88,O,BN,PP
2017,7,3,76,CALDERA,145,Huiro,"350,000",30,3.48,O,BN,PP
2017,7,3,78,HUASCO,266,Albacora o pez espada,"2,000,000",,,O,BN,PP
2017,7,3,78,HUASCO,406,Almeja,"1,000,000",,0..34,B,BN,CHD
2017,7,3,78,HUASCO,451,Lapa negra,"1,000,000",,0.33,B,BN,CHD
2017,7,3,78,HUASCO,652,Jaiba mora,"850,000",,1.37,B,BN,CHD
2017,7,3,78,HUASCO,234,Jurel,"1,000,000",,0.58,B,BN,CHD
2017,7,3,78,HUASCO,227,Congrio colorado,"2,000,000",,0.45,B,BN,CHD
2017,7,3,78,HUASCO,242,Merluza comœn,"1,100,000",,0.73,B,BN,CHD
2017,7,3,78,HUASCO,412,Caracol tegula,"250,000",,0.5,B,BN,CHD
2017,7,3,78,HUASCO,226,Cojinoba del norte,"1,700,000",,,B,BN,CHD
2017,7,3,78,HUASCO,230,Corvina,"2,500,000",,,B,BN,CHD
2017,7,3,78,HUASCO,231,Dorado de altura,"1,200,000",,,B,BN,CHD
2017,7,3,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.04,B,BN,CHD
2017,7,3,78,HUASCO,141,Chasc—n o huiro negro,"340,000",30,0.18,O,BN,PP
2017,7,3,78,HUASCO,142,Huiro palo,"120,000",,0.07,O,BN,PP
2017,7,3,78,HUASCO,145,Huiro,"80,000",30,,O,BN,PP
2017,7,3,74,CHA„ARAL,220,Cabrilla,"2,000,000",,0.15,B,BN,CHD
2017,7,3,74,CHA„ARAL,226,Cojinoba del norte,"4,000,000",,0.98,B,BN,CHD
2017,7,3,74,CHA„ARAL,227,Congrio colorado,"5,000,000",,1.64,B,BN,CHD
2017,7,3,74,CHA„ARAL,236,Lenguado de ojos chicos,"4,500,000",,0.72,B,BN,CHD
2017,7,3,74,CHA„ARAL,258,Pejegallo,"2,000,000",,0.13,B,BN,CHD
2017,7,3,74,CHA„ARAL,207,Apa–ado,"3,500,000",,0.02,B,BN,CHD
2017,7,3,74,CHA„ARAL,220,Cabrilla,"2,500,000",,0.15,B,BN,CHD
2017,7,3,74,CHA„ARAL,229,Congrio negro,"3,000,000",,0.14,B,BN,CHD
2017,7,3,74,CHA„ARAL,230,Corvina,"3,000,000",,0.07,B,BN,CHD
2017,7,3,74,CHA„ARAL,231,Dorado de altura,"3,000,000",,0.15,B,BN,CHD
2017,7,3,74,CHA„ARAL,234,Jurel,"2,500,000",,0.08,L,BN,CHD
2017,7,3,74,CHA„ARAL,236,Lenguado de ojos chicos,"4,500,000",,0.06,L,BN,CHD
2017,7,3,74,CHA„ARAL,286,Tollo,"2,000,000",,0.06,L,BN,CHD
2017,7,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"425,000",,,B,BN,CHD
2017,7,5,230,SAN ANTONIO,654,Jaiba marmola,"900,000",,,B,BN,CHD
2017,7,5,230,SAN ANTONIO,242,Merluza comœn,"1,000,000",,,B,BN,CHD
2017,7,5,230,SAN ANTONIO,266,Albacora o pez espada,"2,500,000",,,L,BN,PP
2017,7,5,230,SAN ANTONIO,208,Atœn aleta amarilla,"800,000",,,L,BN,CHD
2017,7,5,230,SAN ANTONIO,284,Tibur—n o marrajo,"1,000,000",,,L,BN,CHD
2017,7,7,268,DUAO,242,Merluza comœn,"740,740",,,B,BN,CHD
2017,7,7,268,DUAO,242,Merluza comœn,"555,555",,,B,BN,CHD
2017,7,7,268,DUAO,445,Jibia o calamar rojo,"315,000",,,B,BN,PP
2017,7,8,336,SAN VICENTE,820,Piure,"250,000",,0.07,B,BN,CHD
2017,7,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.03,B,BN,CHD
2017,7,8,336,SAN VICENTE,242,Merluza comœn,"536,000",,1,L,BN,CHD
2017,7,8,336,SAN VICENTE,820,Piure,"200,000",,0.55,B,BN,CHD
2017,7,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.01,B,BN,CHD
2017,7,8,336,SAN VICENTE,820,Piure,"200,000",,45,B,BN,CHD
2017,7,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.03,B,BN,CHD
2017,7,8,336,SAN VICENTE,242,Merluza comœn,"536,000",,1,L,BN,CHD
2017,7,8,336,SAN VICENTE,820,Piure,"200,000",,,B,BN,CHD
2017,7,8,318,CERRO VERDE,242,Merluza comœn,"428,000",,0.22,L,BN,CHD
2017,7,8,318,CERRO VERDE,407,Juliana o tawera,"120,000",,0.1,B,BN,PP
2017,7,8,318,CERRO VERDE,653,Jaiba peluda,"1,000,000",,0.02,B,BN,CHD
2017,7,8,318,CERRO VERDE,465,Navajuela,"700,000",,0.05,B,BN,PP
2017,7,8,318,CERRO VERDE,242,Merluza comœn,"428,000",,0.22,L,BN,CHD
2017,7,8,318,CERRO VERDE,407,Juliana o tawera,"120,000",,0.1,B,BN,PP
2017,7,8,318,CERRO VERDE,653,Jaiba peluda,"1,000,000",,0.02,B,BN,DHD
2017,7,8,318,CERRO VERDE,465,Navajuela,"700,000",,0.05,B,BN,PP
2017,7,8,306,COLIUMO,282,Sierra,"400,000",,0.8,L,BN,CHD
2017,7,8,306,COLIUMO,242,Merluza comœn,"536,000",,0.28,L,BN,CHD
2017,7,8,306,COLIUMO,110,Cochayuyo,"500,000",30,0.2,O,BN,PP
2017,7,8,306,COLIUMO,282,Sierra,"400,000",,0.8,L,BN,CHD
2017,7,8,306,COLIUMO,242,Merluza comœn,"536,000",,0.28,L,BN,CHD
2017,7,8,306,COLIUMO,110,Cochayuyo,"500,000",30,0.2,O,BN,PP
2017,7,8,350,LO ROJAS,444,Huepo o navaja de mar,"900,000",,,B,BN,CHD - PP
2017,7,8,350,LO ROJAS,465,Navajuela,"550,000",,90,B,BN,CHD - PP
2017,7,8,350,LO ROJAS,234,Jurel,"550,000",,15,B - L,BN,CHD - PP
2017,7,8,350,LO ROJAS,407,Juliana o tawera,"120,000",,15,B,BN,CHD - PP
2017,7,8,350,LO ROJAS,242,Merluza comœn,"500,000",,3.75,L,BN,CHD - PP
2017,7,8,350,LO ROJAS,276,Sardina comœn,"100,000",,377.69,L,BN,PP
2017,7,8,350,LO ROJAS,205,Anchoveta,"100,000",,377.59,L,BN,PP
2017,7,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.1,B,BN,CHD - PP
2017,7,8,350,LO ROJAS,445,Jibia o calamar rojo,"300,000",,7.5,L,BN,CHD - PP
2017,7,8,350,LO ROJAS,274,Reineta,"3,400,000",,6,B - L,BN,CHD - PP
2017,7,8,350,LO ROJAS,444,Huepo o navaja de mar,"900,000",,,B,BN,CHD - PP
2017,7,8,350,LO ROJAS,465,Navajuela,"550,000",,90,,,
2017,7,8,350,LO ROJAS,234,Jurel,"550,000",,15,B - L,BN,CHD - PP
2017,7,8,350,LO ROJAS,407,Juliana o tawera,"120,000",,15,B,BN,CHD - PP
2017,7,8,350,LO ROJAS,242,Merluza comœn,"500,000",,3.75,L,BN,
2017,7,8,350,LO ROJAS,276,Sardina comœn,"100,000",,377.69,L,BN,PP
2017,7,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.1,B,BN,CHD-PP
2017,7,8,350,LO ROJAS,445,Jibia o calamar rojo,"300,000",,7.5,L,BN,CHD - PP
2017,7,8,350,LO ROJAS,274,Reineta,"3,400,000",,6,B - L,BN,CHD - PP
2017,7,8,350,LO ROJAS,444,Huepo o navaja de mar,"900,000",,,B,BN,CHD - PP
2017,7,8,336,SAN VICENTE,820,Piure,"250,000",,0.3,B,BN,CHD
2017,7,8,350,LO ROJAS,465,Navajuela,"550,000",,90,,,
2017,7,8,336,LEBU,274,Reineta,"3,500,000",,1,,,CHD
2017,7,8,336,LEBU,266,Albacora o pez espada,"2,000,000",,100,L,BN,PP
2017,7,8,336,LEBU,274,Reineta,"3,800,000",,2,B - L,BN,CHD - PP
2017,7,9,388,QUEULE,282,Sierra,"250,000",,1,L,,CHD
2017,7,9,388,QUEULE,230,Corvina,"2,500,000",,1,L,,CHD
2017,7,9,388,QUEULE,274,Reineta,"3,000,000",,1,L,,CHD
2017,7,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2017,7,9,388,QUEULE,286,Tollo,"500,000",,1,L,,CHD
2017,7,9,388,QUEULE,288,Toremo,"280,000",,1,L,,CHD
2017,7,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,BN,CHD
2017,7,9,388,QUEULE,274,Reineta,"3,000,000",,1,L,,CHD
2017,7,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2017,7,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2017,7,10,420,ANGELMî,425,Cholga,"250,000",,10,L,BN,CHD
2017,7,10,420,ANGELMî,430,Chorito,"250,000",,0.38,L,BN,CHD
2017,7,10,420,ANGELMO,406,Almeja,"470,000",,0.15,L,BN,CHD
2017,7,10,429,ANAHUAC,274,Reineta,"1,800,000",,1,L,BN,CHD
2017,7,10,474,DALCAHUE,406,Almeja,"110,000",,0.96,L,BN,CHD
2017,7,10,474,DALCAHUE,435,Choro,"350,000",,1.53,L,BN,CHD
2017,7,10,474,DALCAHUE,810,Erizo,"400,000",,2.44,L,BN,PP
2017,7,10,474,DALCAHUE,228,Congrio dorado,"1,100,000",,0.06,L,BN,PP
2017,7,10,474,DALCAHUE,616,Centolla,"4,500,000",,0.22,L,BN,PP
2017,7,10,474,DALCAHUE,244,Merluza del sur o austral,"1,100,000",,0.24,L,BN,CHD
2017,7,10,474,DALCAHUE,486,Pulpo del sur ,"1,000,000",,0.12,L,BN,CHD
2017,7,10,474,DALCAHUE,465,Navajuela,"500,000",,1.7,L,BN,CHD
2017,7,10,474,DALCAHUE,145,Huiro,"85,000",30,11.21,L,BN,CHD
2017,7,10,474,DALCAHUE,274,Reineta,"2,800,000",,3.9,L,BN,CHD
2017,7,10,474,DALCAHUE,654,Jaiba marmola,"250,000",,0.41,L,BN,PP
2017,7,10,474,DALCAHUE,430,Chorito,"100,000",,0.3,L,BN,CHD
2017,7,10,474,DALCAHUE,425,Cholga,"100,000",,2.67,L,BN,CHD
