PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2014,,,,,,,,,,,,
,,,,,,,,,,,,
AÑO,MES,REGIÓN,Codigo Caleta,Nom_caleta,Codigo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2014,6,8,350,LO ROJAS,258,Pejegallo,"760,000",,0.71,B - L,BN,CHD
2014,6,8,350,LO ROJAS,406,Almeja,"460,000",,0.53,B,BN,CHD
2014,6,8,350,LO ROJAS,658,Jaiba reina,"760,000",,8.2,B,BN,CHD - PP
2014,6,8,350,LO ROJAS,425,Cholga,"520,000",,0.42,B,BN,CHD
2014,6,8,350,LO ROJAS,653,Jaiba peluda ,"730,000",,1.4,B,BN,CHD - PP
2014,6,8,350,LO ROJAS,655,Jaiba remadora,"710,000",,1.56,B,BN,CHD - PP
2014,6,8,350,LO ROJAS,276,Sardina común,"950,000",,15.4,L,BN,PP
2014,6,8,350,LO ROJAS,205,Anchoveta,"95,000",,2.8,L,BN,PP
2014,6,8,350,LO ROJAS,820,Piure,"530,000",,1.6,B,BN,CHD
2014,6,8,350,LO ROJAS,445,Jibia o calamar rojo,"110,000",,5.2,L,BN,PP
2014,6,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,780,000",,0.18,B - L,BN,CHD
2014,6,8,350,LO ROJAS,274,Reineta,"780,000",,2.24,B - L,BN,CHD - PP
2014,6,8,336,LEBU,266,Albacora o pez espada,"1,500,000",,4,L,BN,PP
2014,6,8,336,LEBU,445,Jibia o calamar rojo,"135,000",,49,B,BN,PP
2014,6,8,310,TOME,640,Jaiba,"1,100,000",,0.18,B,BN,CHD
2014,6,8,310,TOME,820,Piure,"300,000",,0.35,B,BN,CHD
2014,6,8,310,TOME,425,Cholga,"900,000",,0.2,B,BN,CHD
2014,6,8,306,COLIUMO,242,Merluza común,"250,000",,3.5,L,BN,CHD
2014,6,8,306,COLIUMO,282,Sierra,"600,000",,0.15,B,BN,CHD
2014,6,8,306,COLIUMO,229,Congrio negro,"1,000,000",,0.08,B,BN,CHD
2014,6,8,306,COLIUMO,230,Corvina,"800,000",,0.65,B,BN,CHD
2014,6,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,6,9,388,QUEULE,230,Corvina,"2,000,000",,1,L,,CHD
2014,6,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2014,6,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,6,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,,CHD
2014,6,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,6,9,388,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,6,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,6,9,388,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,6,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,6,9,388,QUEULE,230,Corvina,"2,000,000",,1,L,,CHD
2014,6,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2014,6,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,6,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,,CHD
2014,6,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,6,9,388,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,6,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,6,9,388,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,6,10,573,LA VEGA,406,Almeja,"400,000",,1.2,L,BN,CHD
2014,6,10,573,LA VEGA,435,Choro,"300,000",,1.6,L,BN,CHD
2014,6,10,573,LA VEGA,406,Almeja,"480,000",,2.2,L,BN,CHD
2014,6,11,514,PUERTO AYSEN,244,Merluza del sur,"900,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,228,Congrio dorado,"800,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,268,Raya volantin,"900,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,6,11,514,PUERTO AYSEN,654,Jaiba marmola,"175,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,616,Centolla,"1,800,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,244,Merluza del sur,"900,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,228,Congrio dorado,"800,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,268,Raya volantin,"1,000,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,6,11,514,PUERTO AYSEN,654,Jaiba marmola,"175,000",,1,L,,PP
2014,6,11,514,PUERTO AYSEN,616,Centolla,"1,800,000",,1,L,,PP
2014,6,12,534,PUNTA ARENAS,810,Erizo,"378,000",,10.31,O,BN,PP
2014,6,12,534,PUNTA ARENAS,810,Erizo,"611,000",,0.88,O,BN,PP
2014,6,12,534,PUNTA ARENAS,810,Erizo,"666,000",,6.86,O,BN,PP
2014,6,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,1.83,O,BN,PP
2014,6,12,534,PUNTA ARENAS,620,Centollon,"520,000",,2.32,O,BN,PP
2014,6,12,534,PUNTA ARENAS,620,Centollon,"600,000",,0.81,O,BN,PP
2014,6,12,534,PUNTA ARENAS,620,Centollon,"730,000",,1.07,O,BN,PP
2014,6,12,534,PUNTA ARENAS,810,Erizo,"392,000",,11.25,O,BN,PP
2014,6,12,534,PUNTA ARENAS,810,Erizo,"528,000",,8.96,O,BN,PP
2014,6,12,534,PUNTA ARENAS,810,Erizo,"583,000",,5.57,O,BN,PP
2014,6,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,0.3,O,BN,PP
2014,6,12,534,PUNTA ARENAS,620,Centollon,"520,000",,2.29,O,BN,PP
2014,6,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,5.24,O,BN,PP
2014,6,12,534,PUNTA ARENAS,810,Erizo,"444,000",,7.07,O,BN,PP
2014,6,12,536,PUERTO NATALES,810,Erizo,"750,000",,150,L,BN,PP
2014,6,12,536,PUERTO NATALES,228,Congrio dorado,"1,200,000",,0.16,L,BN,CHD
2014,6,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.3,B,BN,CHD
2014,6,12,536,PUERTO NATALES,260,Pejerrey de mar,"1,500,000",,0.15,B,BN,CHD
2014,6,12,536,PUERTO NATALES,244,Merluza del sur,"1,000,000",,3.7,L,BN,PP
2014,6,12,536,PUERTO NATALES,810,Erizo,"750,000",,300,L,BN,PP
2014,6,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.4,B,BN,CHD
2014,6,12,536,PUERTO NATALES,228,Congrio dorado,"1,200,000",,0.16,L,BN,CHD
2014,6,12,536,PUERTO NATALES,260,Pejerrey de mar,"1,500,000",,0.5,B,BN,CHD
2014,7,15,4,ARICA,284,Tiburon o marrajo,"2,000,000",,0.06,B,BN,CHD
2014,7,15,4,ARICA,271,Rococo,"2,000,000",,0.03,B,BN,CHD
2014,7,15,4,ARICA,820,Piure,"1,000,000",,0.03,B,BN,CHD
2014,7,15,4,ARICA,406,Almeja,"1,000,000",,0.01,B,BN,CHD
2014,7,15,4,ARICA,435,Choro,"1,000,000",,0.03,B,BN,CHD
2014,7,15,4,ARICA,280,Sargo,"2,000,000",,0.01,B,BN,CHD
2014,7,15,4,ARICA,820,Piure,"1,000,000",,0.02,B,BN,CHD
2014,7,15,4,ARICA,238,Lisa,"1,500,000",,0.01,B,BN,CHD
2014,7,15,4,ARICA,260,Pejerrey de mar,"1,500,000",,0.02,B,BN,CHD
2014,7,15,4,ARICA,258,Pejegallo,"2,000,000",,0.02,B,BN,CHD
2014,7,15,4,ARICA,406,Almeja,"1,000,000",,0.02,B,BN,CHD
2014,7,1,8,RIQUELME,260,Pejerrey de mar,"1,000,000",,0.08,B,BN,CHD
2014,7,1,8,RIQUELME,260,Pejerrey de mar,"1,000,000",,0.12,B,BN,CHD
2014,7,1,10,CAVANCHA,485,Pulpo,"1,000,000",,0.1,B,BN,CHD
2014,7,1,10,CAVANCHA,204,Breca o Bilagay,"1,200,000",,0.07,B,BN,CHD
2014,7,1,10,CAVANCHA,221,Cabrilla común,"1,500,000",,0.03,B,BN,CHD
2014,7,1,10,CAVANCHA,266,Albacora o pez espada,"1,200,000",,0.4,L,BN,CHD
2014,7,1,10,CAVANCHA,211,Azulejo,"1,000,000",,0.4,L,BN,CHD
2014,7,2,50,ANTOFAGASTA,450,Lapa,"1,200,000",,0.05,B,BN,CHD
2014,7,2,50,ANTOFAGASTA,234,Jurel,"4,000,000",,0.075,L,BN,CHD
2014,7,2,50,ANTOFAGASTA,218,Caballa,"3,000,000",,0.02,L,BN,CHD
2014,7,2,50,ANTOFAGASTA,435,Choro,"700,000",,0.03,B,BN,CHD
2014,7,2,50,ANTOFAGASTA,219,Cabinza,"2,000,000",,0.015,B,BN,CHD
2014,7,2,50,ANTOFAGASTA,435,Choro,"700,000",,0.02,L,BN,CHD
2014,7,2,50,ANTOFAGASTA,406,Almeja,"1,200,000",,0.05,L,BN,CHD
2014,7,2,50,ANTOFAGASTA,653,Jaiba peluda ,"1,000,000",,0.008,B,BN,CHD
2014,7,2,50,ANTOFAGASTA,234,Jurel,"4,000,000",,0.075,L,BN,CHD
2014,7,2,56,TALTAL,141,Chascon o huiro negro,"250,000",30,3,O,,PP
2014,7,2,56,TALTAL,450,Lapa,"500,000",,0.04,O,,PP
2014,7,2,56,TALTAL,207,Apanado,"2,500,000",,0.03,B,,CHD
2014,7,2,56,TALTAL,236,Lenguado de ojos chicos,"3,000,000",,0.04,B,,CHD
2014,7,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.1,B,,CHD
2014,7,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,0.05,B,,CHD
2014,7,2,56,TALTAL,229,Congrio negro,"1,500,000",,0.06,B,,CHD
2014,7,2,56,TALTAL,141,Chascon o huiro negro,"250,000",30,4,O,,PP
2014,7,2,56,TALTAL,142,Huiro palo,"270,000",30,2,O,,PP
2014,7,2,56,TALTAL,451,Lapa negra,"500,000",,0.038,O,,PP
2014,7,2,56,TALTAL,207,Apanado,"2,500,000",,0.01,B,,CHD
2014,7,2,56,TALTAL,262,Pejeperro,"3,500,000",,0.04,B,,CHD
2014,7,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.04,B,,CHD
2014,7,4,122,COQUIMBO,445,Jibia o calamar rojo,"120,000",,28.601,B,BN,PP
2014,7,4,122,COQUIMBO,242,Merluza común,"1,500,000",,0.29,B,BN,CHD
2014,7,4,122,COQUIMBO,653,Jaiba peluda ,"1,500,000",,0.012,B,BN,CHD
2014,7,4,122,COQUIMBO,242,Merluza común,"1,500,000",,0.29,B,BN,CHD
2014,7,5,230,PUERTECITO,445,Jibia o calamar rojo,"125,000",,4,B,BN,CHD
2014,7,5,230,PUERTECITO,266,Albacora o pez espada,"1,200,000",,9,L,BN,CHD
2014,7,5,230,PUERTECITO,445,Jibia o calamar rojo,"115,000",,4,B,BN,CHD
2014,7,5,230,PUERTECITO,651,Jaiba limon,"900,000",,0.2,B,BN,CHD
2014,7,5,230,PUERTECITO,445,Jibia o calamar rojo,"125,000",,2.4,B,BN,CHD
2014,7,5,230,PUERTECITO,282,Sierra,"900,000",,0.1,B,BN,CHD
2014,7,7,286,CURANIPE,242,Merluza común,"444,444",,1.5,B,BN,CHD
2014,7,7,286,CURANIPE,242,Merluza común,"1,456,000",,4.91,B,BN,CHD
2014,7,8,336,SAN VICENTE,425,Cholga,"680,000",,0.15,B,BN,CHD
2014,7,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.08,B,BN,CHD
2014,7,8,336,SAN VICENTE,820,Piure,"230,000",,0.6,B,BN,CHD
2014,7,8,336,SAN VICENTE,445,Jibia o calamar rojo,"110,000",,2.6,L,BN,CHD
2014,7,8,310,TOMÉ,653,Jaiba peluda ,"1,100,000",,0.3,B,BN,CHD
2014,7,8,310,TOMÉ,425,Cholga,"900,000",,0.22,B,BN,CHD
2014,7,8,310,TOMÉ,220,Cabrilla ,"300,000",,0.07,B,BN,CHD
2014,7,8,310,TOMÉ,227,Congrio colorado,"1,500,000",,0.05,B,BN,CHD
2014,7,8,310,TOMÉ,820,Piure,"300,000",,0.5,B,BN,CHD
2014,7,8,310,TOMÉ,282,Sierra,"600,000",,0.12,B,BN,CHD
2014,7,8,310,TOMÉ,270,Robalo,"1,600,000",,0.06,B,BN,CHD
2014,7,8,310,TOMÉ,230,Corvina,"800,000",,0.08,B,BN,CHD
2014,7,8,350,LO ROJAS,270,Robalo,"710,000",,0.45,B,BN,CHD
2014,7,8,350,LO ROJAS,654,Jaiba marmola,"780,000",,0.95,B,BN,CHD-PP
2014,7,8,350,LO ROJAS,260,Pejerrey de mar,"380,000",,0.58,B - L,BN,CHD-PP
2014,7,8,350,LO ROJAS,227,Congrio colorado,"1,490,000",,0.41,B,BN,CHD
2014,7,8,350,LO ROJAS,229,Congrio negro,"1,120,000",,0.91,B,BN,CHD
2014,7,8,350,LO ROJAS,465,Navajuela,"570,000",,5.1,B,BN,PP
2014,7,8,350,LO ROJAS,444,Huepo o navaja de mar,"810,000",,1.85,B,BN,PP
2014,7,8,350,LO ROJAS,242,Merluza común,"720,000",,1.51,L,BN,CHD
2014,7,8,350,LO ROJAS,282,Sierra,"860,000",,1.23,L,BN,CHD
2014,7,8,350,LO ROJAS,213,Blanquillo,"680,000",,0.63,B,BN,CHD
2014,7,8,350,LO ROJAS,230,Corvina,"1,780,000",,0.31,L,BN,CHD
2014,7,8,350,LO ROJAS,407,Taquilla,"95,000",,5.92,B,BN,PP
2014,7,8,350,LO ROJAS,258,Pejegallo,"760,000",,0.71,B - L,BN,CHD
2014,7,8,350,LO ROJAS,406,Almeja,"460,000",,0.53,B,BN,CHD
2014,7,8,350,LO ROJAS,658,Jaiba reina,"760,000",,8.2,B,BN,CHD - PP
2014,7,8,350,LO ROJAS,425,Cholga,"520,000",,0.42,B,BN,CHD
2014,7,8,350,LO ROJAS,653,Jaiba peluda ,"730,000",,1.4,B,BN,CHD - PP
2014,7,8,350,LO ROJAS,655,Jaiba remadora,"710,000",,1.56,B,BN,CHD - PP
2014,7,8,350,LO ROJAS,276,Sardina común,"95,000",,15.4,L,BN,PP
2014,7,8,350,LO ROJAS,205,Anchoveta,"95,000",,2.8,L,BN,PP
2014,7,8,350,LO ROJAS,820,Piure,"530,000",,1.6,B,BN,CHD
2014,7,8,350,LO ROJAS,445,Jibia o calamar rojo,"110,000",,5.2,L,BN,PP
2014,7,8,350,LO ROJAS,230,Corvina,"1,780,000",,0.18,B - L,BN,CHD
2014,7,8,350,LO ROJAS,274,Reineta,"780,000",,2.24,B - L,BN,CHD-PP
2014,7,8,350,LO ROJAS,655,Jaiba remadora,"890,000",,1.5,B - L,BN,CHD-PP
2014,7,8,350,LO ROJAS,260,Pejerrey de mar,"350,000",,4.2,B - L,BN,CHD-PP
2014,7,8,350,LO ROJAS,227,Congrio colorado,"2,000,000",,0.52,B,BN,CHD
2014,7,8,350,LO ROJAS,229,Congrio negro,"1,000,000",,0.75,B,BN,CHD
2014,7,8,350,LO ROJAS,270,Robalo,"715,000",,0.68,B,BN,CHD
2014,7,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,0.95,B - L,BN,CHD-PP
2014,7,8,350,LO ROJAS,444,Huepo o navaja de mar,"870,000",,3.5,B,BN,CHD-PP
2014,7,8,350,LO ROJAS,465,Navajuela,"560,000",,4.1,B,BN,CHD-PP
2014,7,8,350,LO ROJAS,406,Almeja,"375,000",,.3.8,B,BN,CHD
2014,7,8,350,LO ROJAS,213,Blanquillo,"400,000",,0.7,B,BN,CHD
2014,7,8,350,LO ROJAS,407,Taquilla,"90,000",,8.1,B,BN,CHD-PP
2014,7,8,350,LO ROJAS,258,Pejegallo,"700,000",,1.2,L,BN,CHD-PP
2014,7,8,350,LO ROJAS,230,Corvina,"2,000,000",,0.55,B - L,BN,CHD
2014,7,8,350,LO ROJAS,282,Sierra,"800,000",,2.1,B - L,BN,CHD
2014,7,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.85,B,BN,CHD-PP
2014,7,8,350,LO ROJAS,276,Sardina común,"100,000",,8.4,L,BN,PP
2014,7,8,350,LO ROJAS,205,Anchoveta,"100,000",,1.6,L,BN,PP
2014,7,8,350,LO ROJAS,653,Jaiba peluda ,"940,000",,0.95,B,BN,CHD-PP
2014,7,8,350,LO ROJAS,425,Cholga,"500,000",,0.21,L,BN,CHD
2014,7,8,350,LO ROJAS,445,Jibia o calamar rojo,"140,000",,6.4,L,BN,CHD-PP
2014,7,8,350,LO ROJAS,236,Lenguado de ojos chicos,"4,000,000",,0.12,B,BN,CHD
2014,7,8,350,LO ROJAS,274,Reineta,"1,350,000",,4.7,B - L,BN,CHD - PP
2014,7,8,336,LEBU,445,Jibia o calamar rojo,"135,000",,108,B,BN,PP
2014,7,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,7,9,388,QUEULE,230,Corvina,"2,000,000",,1,L,,CHD
2014,7,9,388,QUEULE,276,Sardina común,"1,000,000",,1,L,,CHD
2014,7,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,7,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,,CHD
2014,7,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,7,9,388,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,7,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,7,9,388,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,7,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,7,9,388,QUEULE,230,Corvina,"2,000,000",,1,L,,CHD
2014,7,9,388,QUEULE,226,Cojinoba del norte,"10,000,000",,1,L,,CHD
2014,7,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,7,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,,CHD
2014,7,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,7,9,388,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,7,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,7,9,388,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,7,10,573,LA VEGA,406,Almeja,"425,000",,1,L,BN,CHD
2014,7,10,573,LA VEGA,274,Reineta,"600,000",,9,L,BN,CHD
2014,7,10,573,LA VEGA,435,Choro,"400,000",,0.5,L,BN,CHD
2014,7,10,573,LA VEGA,244,Merluza del sur,"1,000,000",,3,L,BN,PP
2014,7,11,514,PUERTO AYSEN,244,Merluza del sur,"900,000",,,L,BN,PP
2014,7,11,514,PUERTO AYSEN,228,Congrio dorado,"800,000",,,L,BN,PP
2014,7,11,514,PUERTO AYSEN,268,Raya volantin,"900,000",,,L,BN,PP
2014,7,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,7,11,514,PUERTO AYSEN,654,Jaiba marmola,"175,000",,10.67,L,BN,PP
2014,7,11,514,PUERTO AYSEN,616,Centolla,"1,800,000",,0.28,L,BN,PP
2014,7,11,514,PUERTO AYSEN,244,Merluza del sur,"900,000",,,L,BN,PP
2014,7,11,514,PUERTO AYSEN,228,Congrio dorado,"800,000",,,L,BN,PP
2014,7,11,514,PUERTO AYSEN,268,Raya volantin,"1,000,000",,,L,BN,PP
2014,7,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,7,11,514,PUERTO AYSEN,654,Jaiba marmola,"175,000",,,L,BN,PP
2014,7,11,514,PUERTO AYSEN,616,Centolla,"1,800,000",,,L,BN,PP
2014,7,12,534,PUNTA ARENAS,810,Erizo,"638,000",,4.69,O,BN,PP
2014,7,12,534,PUNTA ARENAS,810,Erizo,"500,000",,5.53,O,BN,PP
2014,7,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,1.09,O,BN,PP
2014,7,12,534,PUNTA ARENAS,616,Centolla,"2,800,000",,4.34,O,BN,PP
2014,7,12,534,PUNTA ARENAS,620,Centollon,"520,000",,2.38,O,BN,PP
2014,7,12,534,PUNTA ARENAS,616,Centolla,"2,000,000",,0.64,O,BN,PP
2014,7,12,534,PUNTA ARENAS,810,Erizo,"661,000",,5.41,O,BN,PP
2014,7,12,534,PUNTA ARENAS,810,Erizo,"722,000",,11.41,O,BN,PP
2014,7,12,534,PUNTA ARENAS,616,Centolla,"2,939,000",,11.22,O,BN,PP
2014,7,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,1.88,O,BN,PP
2014,7,12,534,PUNTA ARENAS,620,Centollon,"600,000",,1.02,O,BN,PP
2014,7,12,534,PUNTA ARENAS,616,Centolla,"2,100,000",,0.23,O,BN,PP
2014,7,12,534,PUNTA ARENAS,616,Centolla,"2,700,000",,0.737,O,BN,PP
2014,7,12,536,PUERTO NATALES,810,Erizo,"750,000",,300,L,BN,PP
2014,7,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.35,B,BN,CHD
2014,7,12,536,PUERTO NATALES,228,Congrio dorado,"1,200,000",,6.3,L,BN,PP
2014,7,12,536,PUERTO NATALES,260,Pejerrey de mar,"1,500,000",,0.8,B,BN,CHD
2014,7,12,536,PUERTO NATALES,244,Merluza del sur,"1,000,000",,3.4,L,BN,PP
2014,7,12,536,PUERTO NATALES,810,Erizo,"750,000",,450,L,BN,PP
2014,7,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.3,B,BN,CHD
2014,7,12,536,PUERTO NATALES,228,Congrio dorado,"1,200,000",,12,L,BN,PP
2014,7,12,536,PUERTO NATALES,260,Pejerrey de mar,"1,500,000",,0.3,B,BN,CHD
2014,7,12,536,PUERTO NATALES,244,Merluza del sur,"1,000,000",,2,L,BN,PP
2014,8,15,4,ARICA,280,Sargo,"2,000,000",,0.01,B,BN,CHD
2014,8,15,4,ARICA,820,Piure,"1,000,000",,0.02,B,BN,CHD
2014,8,15,4,ARICA,238,Lisa,"1,500,000",,0.01,B,BN,CHD
2014,8,15,4,ARICA,260,Pejerrey de mar,"1,500,000",,0.02,B,BN,CHD
2014,8,15,4,ARICA,258,Pejegallo,"2,000,000",,0.02,B,BN,CHD
2014,8,15,4,ARICA,406,Almeja,"1,000,000",,0.02,B,BN,CHD
2014,8,15,4,ARICA,450,Lapa,"1,000,000",,0.03,B,BN,CHD
2014,8,15,4,ARICA,284,Tiburon o marrajo,"2,000,000",,0.06,B,BN,CHD
2014,8,15,4,ARICA,271,Rococo,"2,000,000",,0.03,B,BN,CHD
2014,8,15,4,ARICA,820,Piure,"1,000,000",,0.03,B,BN,CHD
2014,8,15,4,ARICA,406,Almeja,"1,000,000",,0.01,B,BN,CHD
2014,8,15,4,ARICA,435,Choro,"1,000,000",,0.03,B,BN,CHD
2014,8,1,8,RIQUELME,266,Albacora o pez espada,"2,400,000",,2,L,BN,CHD
2014,8,1,8,RIQUELME,266,Albacora o pez espada,"4,000,000",,0.07,L,BN,CHD
2014,8,1,8,RIQUELME,284,Tiburon o marrajo,"2,500,000",,0.17,L,BN,CHD
2014,8,1,10,CAVANCHA,485,Pulpo,"1,000,000",,0.12,B,BN,CHD
2014,8,1,10,CAVANCHA,266,Albacora o pez espada,"4,000,000",,2,L,BN,CHD
2014,8,1,10,CAVANCHA,229,Congrio negro,"1,800,000",,0.08,L,BN,CHD
2014,8,2,56,TALTAL,141,Chascon o huiro negro,"200,000",30,2,O,,PP
2014,8,2,56,TALTAL,451,Lapa negra,"500,000",,0.03,O,,PP
2014,8,2,56,TALTAL,207,Apanado,"2,500,000",,0.02,B,,CHD
2014,8,2,56,TALTAL,236,Lenguado de ojos chicos,"3,000,000",,0.03,B,,CHD
2014,8,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.04,B,,CHD
2014,8,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,0.05,B,,CHD
2014,8,2,56,TALTAL,229,Congrio negro,"1,500,000",,0.08,B,,CHD
2014,8,2,56,TALTAL,141,Chascon o huiro negro,"200,000",30,3,O,,PP
2014,8,2,56,TALTAL,142,Huiro palo,"200,000",30,2,O,,PP
2014,8,2,56,TALTAL,451,Lapa negra,"500,000",,0.05,O,,PP
2014,8,2,56,TALTAL,207,Apanado,"3,500,000",,0.02,B,,CHD
2014,8,2,56,TALTAL,219,Cabinza,"2,000,000",,0.03,B,,CHD
2014,8,2,56,TALTAL,227,Congrio colorado,"3,300,000",,0.1,B,,CHD
2014,8,2,56,TALTAL,271,Rococo,"1,200,000",,0.07,B,,CHD
2014,8,4,122,COQUIMBO,242,Merluza común,"1,800,000",,0.09,B,BN,CHD
2014,8,4,122,COQUIMBO,219,Cabinza,"800,000",,0.02,B,BN,CHD
2014,8,4,122,COQUIMBO,236,Lenguado de ojos chicos,"4,000,000",,0.035,B,BN,CHD
2014,8,4,122,COQUIMBO,258,Pejegallo,"1,500,000",,0.01,B,BN,CHD
2014,8,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"115,000",,4,B,BN,CHD
2014,8,5,230,SAN ANTONIO,651,Jaiba limon,"900,000",,0.2,B,BN,CHD
2014,8,5,230,SAN ANTONIO,229,Congrio negro,"1,200,000",,0.007,B,BN,CHD
2014,8,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"120,000",,5.5,B,BN,CHD
2014,8,5,230,SAN ANTONIO,651,Jaiba limon,"900,000",,0.1,B,BN,CHD
2014,8,5,230,SAN ANTONIO,266,Albacora o pez espada,"1,900,000",,6.6,L,BN,CHD
2014,8,5,230,SAN ANTONIO,284,Tiburon o marrajo,"1,000,000",,0.6,L,BN,CHD
2014,8,5,230,SAN ANTONIO,202,Atun ojos grandes,"1,200,000",,0.1,L,BN,CHD
2014,8,7,286,CURANIPE,242,Merluza común,"82,962",,0.32,B,BN,CHD
2014,8,7,286,CURANIPE,242,Merluza común,"663,703",,2.24,B,BN,CHD
2014,8,8,336,SAN VICENTE,425,Cholga,"400,000",,0.2,B,BN,CHD
2014,8,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.2,B,BN,CHD
2014,8,8,336,SAN VICENTE,654,Jaiba marmola,"875,000",,0.1,B,BN,CHD
2014,8,8,336,SAN VICENTE,653,Jaiba peluda ,"875,000",,0.1,B,BN,CHD
2014,8,8,336,SAN VICENTE,820,Piure,"240,000",,0.2,B,BN,CHD
2014,8,8,336,SAN VICENTE,425,Cholga,"400,000",,0.1,B,BN,CHD
2014,8,8,336,SAN VICENTE,644,Picoroco,"300,000",,0.2,B,BN,CHD
2014,8,8,336,SAN VICENTE,820,Piure,"250,000",,0.55,B,BN,CHD
2014,8,8,304,DICHATO,137,Luga negra o crespa,"190,000",30,0.2,B,BN,CHD
2014,8,8,304,DICHATO,138,Luga cuchara o corta,"170,000",30,0.15,B,BN,CHD
2014,8,8,304,DICHATO,120,Chicorea de mar,"230,000",30,1.432,B,BN,CHD
2014,8,8,306,COLIUMO,242,Merluza común,"571,000",,0.04,B,BN,CHD
2014,8,8,306,COLIUMO,138,Luga cuchara o corta,"170,000",30,0.1,B,BN,CHD
2014,8,8,306,COLIUMO,227,Congrio colorado,"2,000,000",,0.03,B,BN,CHD
